fewsid;code;naam;b_datum;e_datum;aquo;aquoid;WNA.oeverplantensoorten;datum;geslacht;author;beschermingsstatus.florafaunawet;WNA.habitatvoorkeur.vis;taxoncode;TWN.taxongroup;WNA.fytoplankton.groep;parentname;levensvorm;WNA.migratiegilde.vis;WNA.zuurstoftolerante.vis;WNA.kroossoorten;WNA.emerse.plantensoorten;check_2;TWN.taxonlevel;WNA.toxische.blauwalg;check1;WNA.reynolds.groep.cyanobacterieen;WNA.nederlandse.soortnaam;status;WNA.plantminnendheid.vis;WNA.fytoplankton.subgroep;refername;alleendrogeoever;WNA.onderwaterplantensoorten;WNA.soorten.met.drijvend.blad;WNA.stromingsgilde.vis;TWN.taxontype
115;Achnanthes eutrophila;Achnanthidium eutrophilum;1-1-1981;31-12-2017;;;;15-4-2011;Achnanthidium;(H. Lange-Bertalot) H. Lange-Bertalot 1999;;;ACNAEUTR;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
116;Achnanthes exigua;Achnanthidium exiguum;1-1-1981;31-12-2017;;;;25-11-2008;Achnanthidium;(A. Grunow) D.B. Czarnecki 1994;;;ACNAEXIG;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
117;Achnanthes fogedii;Achnanthes fogedii;1-1-1981;;;;;16-12-2008;Achnanthes;H. Håkansson 1978;;;ACHNFOGE;RAPHI;Diatom;Achnanthes [2];;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
118;Achnanthes helvetica;Psammothidium helveticum;1-1-1981;31-12-2017;;;;25-11-2008;Psammothidium;(F. Hustedt) L. Bukhtiyarova et F.E. Round 1996;;;PSMMHELV;RAPHI;Diatom;Psammothidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
119;Achnanthes hungarica;Lemnicola hungarica;1-1-1981;31-12-2017;;;;25-11-2008;Lemnicola;(A. Grunow) F.E. Round et P.W. Basson 1997;;;LEMNHUNG;RAPHI;Diatom;Lemnicola;cel;;;;;;Species;0;;;;10;;Pennales;;;;;;DIATM
120;Achnanthes inflata;Achnanthes inflata;1-1-1981;;;;;15-5-2019 15:40;Achnanthes;(F.T. Kützing) A. Grunow in H.F. Van Heurck 1880;;;ACHNINFL;RAPHI;Diatom;Achnanthes [1];;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
121;Achnanthes lanceolata;Planothidium;1-1-1981;31-12-2017;;;;25-11-2008;Planothidium;F.E. Round et L. Bukhtiyarova 1996;;;PLNO;RAPHI;Diatom;Achnanthidiaceae;cel;;;;;;Genus;0;;;;10;;Pennales;;;;;;DIATM
122;Achnanthes lanceolata ssp. biporoma;Planothidium biporomum;1-1-1981;31-12-2017;;;;25-11-2008;Planothidium;(M.H. Hohn et J. Hellerman) H. Lange-Bertalot 1999;;;PLNOBIPO;RAPHI;Diatom;Planothidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
123;Achnanthes lanceolata ssp. dubia;Planothidium dubium;1-1-1981;31-12-2017;;;;25-11-2008;Planothidium;(A. Grunow) F.E. Round et L. Bukhtiyarova 1996;;;PLNODUBI;RAPHI;Diatom;Planothidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
124;Achnanthes lanceolata ssp. freq. v. rostratiformis;Planothidium rostratum;1-1-1981;31-12-2017;;;;17-5-2016;Planothidium;(E.V. Østrup) F.E. Round et L. Bukhtiyarova ex H. Lange-Bertalot 1999;;;PLNOROST;RAPHI;Diatom;Planothidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
125;Achnanthes lanceolata ssp. frequentissima;Planothidium frequentissimum;1-1-1981;31-12-2017;;;;25-11-2008;Planothidium;(H. Lange-Bertalot) F.E. Round et L. Bukhtiyarova ex H. Lange-Bertalot 1999;;;PLNOFREQ;RAPHI;Diatom;Planothidium;cel;;;;;;Species;0;;;;10;;Pennales;;;;;;DIATM
126;Achnanthes lanceolata ssp. frequentissima var. mag;Planothidium frequentissimum var. magnum;1-1-1981;31-12-2017;;;;25-11-2008;Planothidium;(F. Straub) H. Lange-Bertalot 1999;;;PLNOFRMA;RAPHI;Diatom;Planothidium frequentissimum;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
127;Achnanthes lanceolata ssp. frequentissima var. magna;Planothidium frequentissimum var. magnum;1-1-1981;31-12-2017;;;;25-11-2008;Planothidium;(F. Straub) H. Lange-Bertalot 1999;;;PLNOFRMA;RAPHI;Diatom;Planothidium frequentissimum;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
128;Achnanthes lanceolata ssp. lanceolata;Planothidium lanceolatum;1-1-1981;31-12-2017;;;;26-3-2019 15:33;Planothidium;(F.T. Kützing) F.E. Round et L. Bukhtiyarova in H. Lange-Bertalot 1999;;;PLNOLANC;RAPHI;Diatom;Planothidium;cel;;;;;;Species;0;;;;10;;Pennales;;;;;;DIATM
129;Achnanthes lanceolata ssp. rostrata;Planothidium rostratum;1-1-1981;31-12-2017;;;;17-5-2016;Planothidium;(E.V. Østrup) F.E. Round et L. Bukhtiyarova ex H. Lange-Bertalot 1999;;;PLNOROST;RAPHI;Diatom;Planothidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
130;Achnanthes lanceolata var. boyei;Achnanthes lanceolata var. boyei;1-1-1981;;;;;31-8-2009;Achnanthes;(E.V. Østrup) H. Lange-Bertalot in H. Lange-Bertalot et K. Krammer 1989;;;ACHNLABO;RAPHI;Diatom;Achnanthes lanceolata [2];;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
131;Achnanthes lanceolata var. rostrata;Planothidium rostratum;1-1-1981;31-12-2017;;;;17-5-2016;Planothidium;(E.V. Østrup) F.E. Round et L. Bukhtiyarova ex H. Lange-Bertalot 1999;;;PLNOROST;RAPHI;Diatom;Planothidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
132;Achnanthes lemmermannii;Planothidium lemmermannii;1-1-1981;31-12-2017;;;;25-11-2008;Planothidium;(F. Hustedt) E.A. Morales Luizaga 2006;;;PLNOLEMM;RAPHI;Diatom;Planothidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
133;Achnanthes lineariformis;Rossithidium anastasiae;1-1-1981;31-12-2017;;;;10-9-2013;Rossithidium;(I. Kaczmarska) M.G. Potapova 2012;;;ROSSANAS;RAPHI;Diatom;Rossithidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
134;Achnanthes linearis;Rossithidium anastasiae;1-1-1981;31-12-2017;;;;10-9-2013;Rossithidium;(I. Kaczmarska) M.G. Potapova 2012;;;ROSSANAS;RAPHI;Diatom;Rossithidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
135;Achnanthes longipes;Achnanthes longipes;1-1-1981;;;;;25-11-2008;Achnanthes;C.A. Agardh 1824;;;ACHNLONG;RAPHI;Diatom;Achnanthes [1];;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
136;Achnanthes marginulata;Psammothidium marginulatum;1-1-1981;31-12-2017;;;;25-11-2008;Psammothidium;(A. Grunow) L. Bukhtiyarova et F.E. Round 1996;;;PSMMMARG;RAPHI;Diatom;Psammothidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
137;Achnanthes minuscula;Achnanthes minuscula;1-1-1981;;;;;31-8-2009;Achnanthes;F. Hustedt 1945;;;ACHNMICU;RAPHI;Diatom;Achnanthes [2];;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
138;Achnanthes minutissima;Achnanthidium minutissimum;1-1-1981;31-12-2017;;;;14-6-2012;Achnanthidium;(F.T. Kützing) D.B. Czarnecki 1994;;;ACNAMINU;RAPHI;Diatom;Achnanthidium;cel;;;;;;Species;0;;;;10;;Pennales;;;;;;DIATM
139;Achnanthes minutissima var. affinis;Achnanthidium affine;1-1-1981;31-12-2017;;;;15-4-2011;Achnanthidium;(F.T. Kützing) D.B. Czarnecki 1994;;;ACNAAFFI;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
140;Achnanthes minutissima var. gracillima;Achnanthidium gracillimum;1-1-1981;31-12-2017;;;;25-11-2008;Achnanthidium;(F. Meister) H. Lange-Bertalot in K. Krammer et H. Lange-Bertalot 2004;;;ACNAGRAC;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
141;Achnanthes minutissima var. inconspicua;Achnanthes minutissima var. inconspicua;1-1-1981;31-12-2017;;;;12-1-2016;Achnanthes;E.V. Østrup 1903;;;ACHNMIIN;RAPHI;Diatom;;;;;;;;Varietas;0;;;;92;;Overig;;;;;;DIATM
142;Achnanthes minutissima var. saprophila;Achnanthidium saprophilum;1-1-1981;31-12-2017;;;;15-4-2011;Achnanthidium;(H. Kobayasi et S. Mayama) F.E. Round et L. Bukhtiyarova 1996;;;ACNASAPO;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
143;Achnanthes near clevei;Karayevia clevei;1-1-1981;31-12-2017;;;;26-3-2019 14:22;Karayevia;(A. Grunow) F.E. Round et L. Bukhtiyarova in L. Bukhtiyarova 1999;;;KARACLEV;RAPHI;Diatom;Karayevia;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
144;Achnanthes oblongella;Platessa oblongella;1-1-1981;31-12-2017;;;;23-1-2018 14:27;Psammothidium;(E.V. Østrup ) C.E. Wetzel, H. Lange-Bertalot et L. Ector 2017;;;PSMMOBLO;RAPHI;Diatom;Platessa;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
145;Achnanthes parvula;Achnanthes parvula;1-1-1981;;;;;25-11-2008;Achnanthes;F.T. Kützing 1844;;;ACHNPARV;RAPHI;Diatom;Achnanthes [1];;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
146;Achnanthes petersenii;Rossithidium petersenii;1-1-1981;31-12-2017;;;;25-11-2008;Rossithidium;(F. Hustedt) F.E. Round et L. Bukhtiyarova 1996;;;ROSSPETR;RAPHI;Diatom;Rossithidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
147;Achnanthes placentuloides;Achnanthes placentuloides;1-1-1981;;;;;26-3-2019 16:43;Achnanthes;(N.A. Guslakov) A. Witkowski et H. Lange-Bertralot in A. Witkowski, H. Lange-Bertalot et D. Metzeltin 2000;;;ACHNPLAC;RAPHI;Diatom;Achnanthes [2];;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
148;Achnanthes ploenensis;Karayevia ploenensis;1-1-1981;31-12-2017;;;;25-11-2008;Karayevia;(F. Hustedt) F.E. Round et L. Bukhtiyarova ex L. Bukhtiyarova 1999;;;KARAPLOE;RAPHI;Diatom;Karayevia;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
149;Achnanthes ploenensis var. gessneri;Karayevia ploenensis var. gessneri;1-1-1981;31-12-2017;;;;14-5-2019 10:40;Karayevia;(F. Hustedt) L. Bukhtiyarova 1999 (ICN: nom. inval.);;;KARAPLGE;RAPHI;Diatom;Karayevia ploenensis;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
150;Achnanthes pseudogroenlandica;Achnanthes pseudogroenlandica;1-1-1981;;;;;2-3-2010;Achnanthes;N.I. Hendey 1964;;;ACHNPSEO;RAPHI;Diatom;Achnanthes [1];;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
151;Achnanthes pseudopunctulata;Achnanthes pseudopunctulata;1-1-1981;;;;;31-8-2009;Achnanthes;R. Simonsen 1959;;;ACHNPSPU;RAPHI;Diatom;Achnanthes [2];;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
152;Achnanthes pusilla;Rossithidium pusillum;1-1-1981;31-12-2017;;;;25-11-2008;Rossithidium;(A. Grunow) F.E. Round et L. Bukhtiyarova 1996;;;ROSSPUSI;RAPHI;Diatom;Rossithidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
153;Achnanthes rossii;Psammothidium rossii;1-1-1981;31-12-2017;;;;25-11-2008;Psammothidium;(F. Hustedt) L. Bukhtiyarova et F.E. Round 1996;;;PSMMROSS;RAPHI;Diatom;Psammothidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
154;Achnanthes rostellata;Achnanthes rostellata;1-1-1981;;;;;31-8-2009;Achnanthes;A. Cleve-Euler 1934;;;ACHNROST;RAPHI;Diatom;Achnanthes [2];;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
155;Achnanthes rostrata;Planothidium rostratum;1-1-1981;31-12-2017;;;;17-5-2016;Planothidium;(E.V. Østrup) F.E. Round et L. Bukhtiyarova ex H. Lange-Bertalot 1999;;;PLNOROST;RAPHI;Diatom;Planothidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
156;Achnanthes rupestoides;Platessa hustedtii;1-1-1981;31-12-2017;;;;25-11-2008;Platessa;H. Lange-Bertalot in K. Krammer et H. Lange-Bertalot 2004;;;PLTEHUST;RAPHI;Diatom;Platessa;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
157;Achnanthes subhudsonis;Achnanthes subhudsonis;1-1-1981;;;;;29-1-2010;Achnanthes;F. Hustedt 1921;;;ACHNSUBH;RAPHI;Diatom;Achnanthes [2];;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
158;Achnanthes submarina;Karayevia submarina;1-1-1981;31-12-2017;;;;23-6-2011;Karayevia;(F. Hustedt in F. Gessner et V. Vareschi) L. Bukhtiyarova ex L. Bukhtiyarova 2006;;;KARASUBM;RAPHI;Diatom;Karayevia;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
159;Achnanthes subsessilis;Achnanthes subsessilis;1-1-1981;;;;;31-8-2009;Achnanthes;F.T. Kützing 1833;;;ACHNSUSE;RAPHI;Diatom;Achnanthes [1];;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
160;Achnanthes vistulana;Achnanthes vistulana;1-1-1981;;;;;10-3-2011;Achnanthes;A. Witkowski 1994;;;ACHNVIST;RAPHI;Diatom;Achnanthes [2];;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
161;Achnanthidiaceae;Achnanthidiaceae;1-1-1981;;;;;25-11-2008;Achnanthidiaceae;D.G. Mann in F.E. Round, R.M. Crawford et D.G. Mann 1990;;;ACHI;RAPHI;Diatom;Achnanthales;cel;;;;;;Familia;0;;;;10;;Pennales;;;;;;DIATM
162;Achnanthidium;Achnanthidium;1-1-1981;;;;;25-11-2008;Achnanthidium;F.T. Kützing 1844;;;ACNA;RAPHI;Diatom;Achnanthidiaceae;cel;;;;;;Genus;0;;;;10;;Pennales;;;;;;DIATM
163;Achnanthidium affine;Achnanthidium affine;1-1-1981;;;;;15-4-2011;Achnanthidium;(F.T. Kützing) D.B. Czarnecki 1994;;;ACNAAFFI;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
164;Achnanthidium caledonicum [1];Achnanthidium caledonicum [1];1-1-1981;;;;;14-5-2019 12:07;Achnanthidium;(H. Lange-Bertalot in H. Lange-Bertalot et G. Moser) H. Lange-Bertalot 1999 s. str. (ICN: nom. inval);;;ACNACALD;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
165;Achnanthidium caledonicum [3];Achnanthidium caledonicum [3];1-1-1981;;;;;14-5-2019 12:09;Achnanthidium;(H. Lange-Bertalot in H. Lange-Bertalot et G. Moser) H. Lange-Bertalot 1999 sensu J.E. Slate et R.J. Stevenson 2007 (non sensu J.R. Carter 1981?);;;ACNACALN;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
166;Achnanthidium caledonicum [4];Achnanthidium caledonicum [4];1-1-1981;;;;;14-5-2019 12:13;Achnanthidium;H. Lange-Bertalot in H. Lange-Bertalot et G. Moser 1994 sensu H. Lange-Bertalot et D. Metzeltin 1996 (sub Achnanthes caledonica);;;ACNACALI;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
167;Achnanthidium catenatum;Achnanthidium catenatum;1-1-1981;;;;;15-4-2011;Achnanthidium;(J. Bilý et P. Marvan) H. Lange-Bertalot in H. Lange-Bertalot et S.I. Genkal 1999;;;ACNACATE;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
168;Achnanthidium eutrophilum;Achnanthidium eutrophilum;1-1-1981;;;;;15-4-2011;Achnanthidium;(H. Lange-Bertalot) H. Lange-Bertalot 1999;;;ACNAEUTR;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
169;Achnanthidium exiguum;Achnanthidium exiguum;1-1-1981;;;;;25-11-2008;Achnanthidium;(A. Grunow) D.B. Czarnecki 1994;;;ACNAEXIG;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
170;Achnanthidium exiguum var. exiguum;Achnanthidium exiguum var. exiguum;1-1-1981;;;;;25-11-2008;Achnanthidium;(A. Grunow) D.B. Czarnecki 1994;;;ACNAEXEX;RAPHI;Diatom;Achnanthidium exiguum;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
171;Achnanthidium exiguum var. heterovalvum;Achnanthidium exiguum var. heterovalvum;1-1-1981;;;;;25-11-2008;Achnanthidium;(G. Krasske) D.B. Czarnecki 1994;;;ACNAEXHE;RAPHI;Diatom;Achnanthidium exiguum;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
172;Achnanthidium exile;Achnanthidium exile;1-1-1981;;;;;15-4-2011;Achnanthidium;(F.T. Kützing) F.E. Round et L. Bukhtiyarova 1996;;;ACNAEXIE;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
173;Achnanthidium gracillimum;Achnanthidium gracillimum;1-1-1981;;;;;25-11-2008;Achnanthidium;(F. Meister) H. Lange-Bertalot in K. Krammer et H. Lange-Bertalot 2004;;;ACNAGRAC;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
174;Achnanthidium hoffmannii;Achnanthidium hoffmannii;1-1-1981;;;;;15-4-2011;Achnanthidium;B. van de Vijver, L. Ector, A. Mertens et A. Jarlman 2011;;;ACNAHOFF;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
175;Achnanthidium jackii;Achnanthidium jackii;1-1-1981;;;;;15-4-2011;Achnanthidium;G.L. Rabenhorst 1861;;;ACNAJACK;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
176;Achnanthidium kranzii;Achnanthidium kranzii;1-1-1981;;;;;25-11-2008;Achnanthidium;(H. Lange-Bertalot) F.E. Round et L. Bukhtiyarova 1996;;;ACNAKRAN;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
177;Achnanthidium lapidosum;Achnanthidium lapidosum;1-1-1981;;;;;23-5-2014;Achnanthidium;(G. Krasske) H. Kobayasi in S. Mayama, M. Idei, K. Osada et T. Nagumo 2002;;;ACNALAPI;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
178;Achnanthidium lineare;Achnanthidium lineare;1-1-1981;;;;;15-4-2011;Achnanthidium;W. Smith 1855;;;ACNALINA;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
179;Achnanthidium linearioide;Rossithidium anastasiae;1-1-1981;31-12-2017;;;;10-9-2013;Rossithidium;(I. Kaczmarska) M.G. Potapova 2012;;;ROSSANAS;RAPHI;Diatom;Rossithidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
180;Achnanthidium macrocephalum;Achnanthidium macrocephalum;1-1-1981;;;;;25-11-2008;Achnanthidium;(F. Hustedt) F.E. Round et L. Bukhtiyarova 1996;;;ACNAMACR;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
181;Achnanthidium minutissimum;Achnanthidium minutissimum;1-1-1981;;;;;14-6-2012;Achnanthidium;(F.T. Kützing) D.B. Czarnecki 1994;;;ACNAMINU;RAPHI;Diatom;Achnanthidium;cel;;;;;;Species;0;;;;10;;Pennales;;;;;;DIATM
182;Achnanthidium minutissimum var. minutissimum;Achnanthidium minutissimum var. minutissimum;1-1-1981;;;;;14-6-2012;Achnanthidium;(F.T. Kützing) D.B. Czarnecki 1994;;;ACNAMIMI;RAPHI;Diatom;Achnanthidium minutissimum;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
183;Achnanthidium modestiforme;Achnanthidium modestiforme;1-1-1981;;;;;26-3-2019 15:47;Achnanthidium;(H. Lange-Bertalot) B. Van de Vijver in B. Van de Vijver, Y. Frenot et L. Beyens 2002;;;ACNAMODE;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
184;Achnanthidium neomicrocephalum;Achnanthidium neomicrocephalum;1-1-1981;;;;;25-11-2008;Achnanthidium;H. Lange-Bertalot et F. Staab in K. Krammer et H. Lange-Bertalot 2004;;;ACNANEOM;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
185;Achnanthidium pyrenaicum;Achnanthidium pyrenaicum;1-1-1981;;;;;15-4-2011;Achnanthidium;(F. Hustedt) H. Kobayasi 1997;;;ACNAPYRE;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
186;Achnanthidium rivulare;Achnanthidium rivulare;1-1-1981;;;;;6-7-2010;Achnanthidium;M.G. Potapova et K.C. Ponader 2004;;;ACNARIVU;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
187;Achnanthidium rosenstockii;Achnanthidium rosenstockii;1-1-1981;;;;;22-10-2009;Achnanthidium;(H. Lange-Bertalot) H. Lange-Bertalot in K. Krammer et H. Lange-Bertalot 2004;;;ACNAROSE;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
188;Achnanthidium saprophilum;Achnanthidium saprophilum;1-1-1981;;;;;15-4-2011;Achnanthidium;(H. Kobayasi et S. Mayama) F.E. Round et L. Bukhtiyarova 1996;;;ACNASAPO;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
189;Achnanthidium straubianum;Achnanthidium straubianum;1-1-1981;;;;;15-4-2011;Achnanthidium;(H. Lange-Bertalot) H. Lange-Bertalot 1999;;;ACNASTRA;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
190;Achnanthidium subatomus;Achnanthidium subatomus;1-1-1981;;;;;31-8-2009;Achnanthidium;(F. Hustedt) H. Lange-Bertalot 1999;;;ACNASUBA;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
191;Achnanthidium sublineare;Achnanthidium sublineare;1-1-1981;;;;;9-5-2019 11:48;Achnanthidium;B. van de Vijver, A. Jarlman et L. Ector in B. van de Vijver, L. Ector, M.E. Beltrami, M. De Haan, E. Falasco, D. Hlúbiková, A. Jarlman, M. Kelly, M.H;;;ACNASUBL;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
192;Achnanthidium subsalsum;Achnanthidium subsalsum;1-1-1981;;;;;25-11-2008;Achnanthidium;(J.B. Petersen) M. Aboal 2003;;;ACNASUBS;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
193;Achnanthidium thermale;Achnanthidium thermale;1-1-1981;;;;;25-11-2008;Achnanthidium;G.L. Rabenhorst 1864;;;ACNATHER;RAPHI;Diatom;Achnanthidium;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
194;Achnlinea;Achnanthidium;1-1-1981;31-12-2017;;;;25-11-2008;Achnanthidium;F.T. Kützing 1844;;;ACNA;RAPHI;Diatom;Achnanthidiaceae;cel;;;;;;Genus;0;;;;10;;Pennales;;;;;;DIATM
195;Achromadora;Achromadora;1-1-1981;;;;;25-11-2008;Achromadora;Cobb, 1913;;;ACHO;;;Achromadoridae;;;;;;;Genus;;;;;10;;;;;;;;NEMTD
196;Achromadora pseudomicoletzkyi;Achromadora pseudomicoletzkyi;1-1-1981;;;;;25-11-2008;Achromadora;Van der Linde, 1938;;;ACHOPSEU;;;Achromadora;;;;;;;Species;;;;;10;;;;;;;;NEMTD
197;Achromadora ruricola;Achromadora ruricola;1-1-1981;;;;;25-11-2008;Achromadora;(De Man, 1880);;;ACHORURI;;;Achromadora;;;;;;;Species;;;;;10;;;;;;;;NEMTD
198;Achromadora tenax;Achromadora tenax;1-1-1981;;;;;25-11-2008;Achromadora;(De Man, 1876);;;ACHOTENA;;;Achromadora;;;;;;;Species;;;;;10;;;;;;;;NEMTD
199;Achromadora terricola;Achromadora terricola;1-1-1981;;;;;25-11-2008;Achromadora;(De Man, 1880);;;ACHOTERR;;;Achromadora;;;;;;;Species;;;;;10;;;;;;;;NEMTD
200;Achromadoridae;Achromadoridae;1-1-1981;;;;;25-11-2008;Achromadoridae;Gerlach et Riemann, 1973;;;ACHM;;;Chromadorida;;;;;;;Familia;;;;;10;;;;;;;;NEMTD
201;Achromatium;Achromatium;1-1-1981;;;;;30-11-2009;Achromatium;W. Schewiakoff 1893 (Approved Lists 1980);;;ACHT;PROKA;Cyanobacteria;Beggiatoaceae;;;;;;;Genus;0;;;;10;;Overig;;;;;;FYTPT
202;Achromatium oxaliferum;Achromatium oxaliferum;1-1-1981;;;;;30-11-2009;Achromatium;W. Schewiakoff 1893 (Approved Lists 1980);;;ACHTOXAL;PROKA;Cyanobacteria;Achromatium;;;;;;;Species;0;;;;10;;Overig;;;;;;FYTPT
203;Acidostoma;Acidostoma;1-1-1981;;;;;28-5-2019 15:44;Acidostoma;Liljeborg, 1865;;;ACID;CRAMP;;Lysianassidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
204;Acidostoma obesum;Acidostoma obesum;1-1-1981;;;;;25-11-2008;Acidostoma;(Bate et Westwood, 1861);;;ACIDOBES;CRAMP;;Acidostoma;;;;;;;Species;;;;;10;;;;;;;;MACEV
205;Acilius;Acilius;1-1-1981;;;;;25-11-2008;Acilius;Leach, 1817;;;ACIL;INCOL;;Dytiscidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
206;Acilius canaliculatus;Acilius canaliculatus;1-1-1981;;;;;30-8-2010;Acilius;(Nicolai, 1822);;;ACILCANA;INCOL;;Acilius;;;;;;;Species;;;;;10;;;;;;;;MACEV
207;Acilius sulcatus;Acilius sulcatus;1-1-1981;;;;;30-8-2010;Acilius;(Linnaeus, 1758);;;ACILSULC;INCOL;;Acilius;;;;;;;Species;;;;;10;;;;;;;;MACEV
208;Acineta;Acineta;1-1-1981;;;;;21-5-2019 08:44;Acineta;C.G. Ehrenberg, 1834 ('1833'), emend. B. Collin, 1912;;;ACIN;CILIO;;Acinetidae;;;;;;;Genus;;;;;10;;;;;;;;ZOOPT
209;Acineta cucullus;Acineta cucullus;1-1-1981;;;;;2-11-2009;Acineta;E. Claparède et J. Lachmann, 1860;;;ACINCUCU;CILIO;;Acineta;;;;;;;Species;;;;;10;;;;;;;;ZOOPT
210;Acineta tuberosa;Acineta tuberosa;1-1-1981;;;;;21-5-2019 08:42;Acineta;C.G. Ehrenberg, 1834 ('1833');;;ACINTUBE;CILIO;;Acineta;;;;;;;Species;;;;;10;;;;;;;;ZOOPT
