locatie.EAG;locatiecode;locatie.omschrijving;locatie.x;locatie.y;locatie.z;datum;jaar;Ca_mg/kg_dg_BS;Ca_mg/kg_dg_PW;DICHTHD_kg/l_BS;Fe_mg/kg_dg_BS;Fe_mg/l_ng_BS;Fe_ug/l_nf_PW;GR_%_dg_BS;IR_%_BS;MONSDTE_m_BS;MONSDTE_m_PW;MONSDTE_m_E_BS;MONSDTE_m_E_PW;MONSLTE_m_BS;MONSLTE_m_PW;NH4_mgN/l_nf_PW;PO4_mgP/l_nf_PW;Ptot_gP/kg_dg_BS;Ptot_mgP/l_nf_PW;Ptot_mgP/l_ng_BS;Ptot_mgPOlsen/kg_dg_BS;Ptot_mgPOlsen/l_ng_BS;S_mg/l_OPGLT_PW;SLIBDTE_m_BS;SO4_mg/l_PW;Stot_mg/kg_dg_BS;Stot_mg/l_PW;Stot_mg/l_nf_PW;Stot_mg/l_ng_BS;T_oC_BS;WATDTE_m_BS;WATDTE_m_PW;X_CODNT_m_BS;X_CODNT_m_PW;Y_CODNT_m_BS;Y_CODNT_m_PW;FESPFWratio;FESPDWratio;FESPPWratio;nlvrFW;nlvrOls;nlvrDW;nlvrPW
3360-EAG-18;PMW1005;Molenpolder en Tienhovense Plassen;137102;463911;;2013-09-17;2013;;;5.5975;8858.5;500;410;27;6.1;0;0;-10;-10;;;;;0.9;0.38;54;;;;;;15000;1.3;1.3;915;15.4;;;137102;137102;463911.008;463911.008;-11.2323388880613;-10.6403683373572;-2.70622269145854;-0.2697;;2.2041;0.01711
3360-EAG-17;PMW1006;Molenpolder en Tienhovense Plassen;136045;463793;;2013-09-17;2013;;;1;21172.5;1000;2300;29;4.5;0;0;-10;-10;;;;;1.3;0.77;59;;;;;;35000;0.68;0.68;1600;15.3;;;136044.992;136044.992;463792.992;463792.992;-16.7952248563611;-16.9738256196211;0.803654642371803;-0.1462;;5.2841;0.332815
3360-EAG-17;PMW1004;Molenpolder en Tienhovense Plassen;136568;464220;;2013-09-17;2013;;;7.0905;3768;1250;9200;88;34.4;0;0;-10;-10;;;;;0.2;0.05;59;;;;;;840;0.56;0.56;295;14.9;;;136568;136568;464220;464220;6.92101966071701;6.39236466452632;91.2352616320397;-0.1462;;-3.1859;-0.250025
3230-EAG-1;PKH1016;Kortenhoefse Plassen;133711;470044;;2013-09-19;2013;;;1.052;44140;1800;9800;28;4.1;0;0;-10;-10;;;;;1.3;0.42;54.5;;;;;;36000;0.69;0.69;1450;15.2;;;133711;133711;470044;470044;-7.38180020745767;-7.91784717821138;11.3546944585691;-0.25735;;5.2841;0.04949
3230-EAG-1;PKH1020;Kortenhoefse Plassen;133587;469855;;2013-09-19;2013;;;1.061;83181.5;4150;11000;33;5;0;0;-10;-10;;;;;1.6;0.1;78;;;;;;18000;0.41;0.41;895;15.2;;;133587;133587;469855.008;469855.008;18.4258673300004;17.9677644240343;57.0501555036727;0.3231;;7.5941;-0.20955
3230-EAG-1;PKH1017;Kortenhoefse Plassen;134064;470101;;2013-09-19;2013;;;1.082;48779.5;2600;15000;29;5.4;0;0;-10;-10;;;;;1;0.25;54;;;;;;22000;0.65;0.65;1200;16.2;;;134064;134064;470100.992;470100.992;5.23888111420191;5.80371675765147;30.7670028701688;-0.2697;;2.9741;-0.088125
3230-EAG-1;PKH1018;Kortenhoefse Plassen;134374;469878;;2013-09-19;2013;;;1.086;61065.5;3200;38000;28;5.2;0;0;-10;-10;;;;;0.9;0.4;47.5;;;;;;15000;0.75;0.75;785;16.1;;;134374;134374;469878.016;469878.016;21.4013630263339;21.5331997329963;50.8798159821386;-0.43025;;2.2041;0.0333000000000001
3230-EAG-1;PKH1014;Kortenhoefse Plassen;134776;470085;;2013-09-19;2013;;;1.31;2981;1200;3400;89;37.6;0;0;-10;-10;97.247;97.247;;;0.2;0.42;96.5;;;;;;2000;2;2;780;16.3;;;134776;134776;470084.992;470084.992;-0.910777269733268;-1.39280994203887;-0.109921092932913;0.78005;;-3.1859;0.04949
3230-EAG-1;PKH1019;Kortenhoefse Plassen;134066;470442;;2013-09-19;2013;;;1.055;33824;1700;4000;31;5.1;0;0;-10;-10;;;;;1.4;0.77;71.5;;;;;;66000;1.2;1.2;3400;15.7;;;134066;134066;470441.984;470441.984;-32.7471930017274;-32.138680224689;1.37584262224922;0.16255;;6.0541;0.332815
3230-EAG-1;PKH1011;Kortenhoefse Plassen;134470;470585;;2013-09-19;2013;;;1.096;12128;2100;2800;68;17.1;0;0;-10;-10;;;;;0.8;0.84;135;;;;;;9600;0.74;0.74;1650;15.9;;;134470;134470;470584.992;470584.992;-3.17859622038135;-3.1833268771742;0.997829416246202;1.731;;1.4341;0.38948
3230-EAG-5;PKH1008;Kortenhoefse Plassen;135238;470721;;2013-09-20;2013;;;1.071;30954;3100;4600;54;10;0;0;-10;-10;;;;;2.2;0.08;225;;;;;;18000;1;1;1800;15.9;;;135238;135238;470720.992;470720.992;-0.0860643581634844;-0.0996174328595333;19.8172409971089;3.954;;12.2141;-0.22574
3230-EAG-5;PKH1007;Kortenhoefse Plassen;135602;470848;;2013-09-20;2013;;;1.09;19248.5;1300;590;45;6.6;0;0;-10;-10;;;;;1.2;1.9;78;;;;;;37000;1.2;1.2;2450;15.8;;;135602;135602;470848;470848;-21.0974952644165;-20.8875465348837;-0.437858668453372;0.3231;;4.5141;1.24755
3230-EAG-5;PKH1006;Kortenhoefse Plassen;135257;471205;;2013-09-20;2013;;;1.036;28035.5;1950;1600;39;7;0;0;-10;-10;;;;;2.1;1.5;155;;;;;;26000;1.6;1.6;1850;15.9;;;135256.992;135256.992;471204.992;471204.992;-4.55162522124137;-4.55508802130231;-0.438755252264968;2.225;;11.4441;0.92375
3230-EAG-1;PKH1009;Kortenhoefse Plassen;135220;470529;;2013-09-20;2013;;;1.07;50214.5;2850;3300;44;5.6;0;0;-10;-10;;;;;5;0.23;280;;;;;;27000;1.7;1.7;1500;16.1;;;135220;135220;470528.992;470528.992;0.470598392107356;0.353950332973286;0.818093558160799;5.3125;;33.7741;-0.104315
3230-EAG-1;PKH1010;Kortenhoefse Plassen;135456;470479;;2013-09-20;2013;;;1.075;52039.5;3150;6400;53;6.1;0;0;-10;-10;;;;;8.7;0.05;530;;;;;;25000;0.95;0.95;1500;16;;;135456;135456;470479.008;470479.008;0.562566497837711;0.54183041519291;52.6406842455904;11.4875;;62.2641;-0.250025
3230-EAG-1;PKH1015;Kortenhoefse Plassen;135316;469922;;2013-09-20;2013;;;1.074;83859.996;5700;11999.999;36;6.8;0;0;-10;-10;;;;;1.5;0.25;101.5;;;;;;9000;0.47;0.47;615;16.2;;;135316;135316;469921.984;469921.984;25.2944466921137;25.2123492883535;24.8067951500748;0.90355;;6.8241;-0.088125
3230-EAG-1;PKH1013;Kortenhoefse Plassen;135069;469813;;2013-09-24;2013;;;6.645;9989.5;2200;38000;75;21.5;0;0;-10;-10;;;;;0.5;1.3;117.5;;;;;;4000;0.85;0.85;855;16;;;135068.992;135068.992;469812.992;469812.992;3.3557800410749;3.35339588198534;15.5810221973854;1.29875;;-0.8759;0.76185
3230-EAG-1;PKH1012;Kortenhoefse Plassen;135510;470006;;2013-09-24;2013;;;5.9745;9814.5;1500;19000;61;15.6;0;0;-10;-10;;;;;1.2;1.6;185;;;;;;7300;6;6;1100;16.3;;;135510;135510;470006.016;470006.016;-1.24653745124151;-1.34006930022991;2.96396986382066;2.966;;4.5141;1.0047
3320-EAG-2;LVE1005;Terra Nova;131852;470395;;2013-09-27;2013;;;5.6055;16810;1500;840;44;9.1;0;0;-10;-10;;;;;0.7;0.09;66;;;;;;17000;1;1;1550;15.2;;;131852;131852;470395.008;470395.008;-10.0802779034069;-10.1400626750668;-5.55639799073151;0.0266999999999999;;0.6641;-0.217645
3320-EAG-2;LVE1003;Terra Nova;131138;470623;;2013-09-27;2013;;;5.7765;20192;1050;380;38;5.2;0;0;-10;-10;;;;;1.1;0.12;57;;;;;;20999.998;0.47;0.47;1100;15.2;;;131138;131138;470623.008;470623.008;-8.42453455395736;-8.26013007851032;-2.02703617707025;-0.1956;;3.7441;-0.19336
3320-EAG-2;LVE1002;Terra Nova;131130;470173;;2013-09-27;2013;;;6.0285;19938.5;1200;700;38;6;0;0;-10;-10;;;;;1;0.21;62.5;;;;;;20999.998;0.69;0.69;1300;15.4;;;131130;131130;470172.992;470172.992;-9.44315512084116;-9.22674491284537;-1.32511133654018;-0.05975;;2.9741;-0.120505
3320-EAG-2;LVE1001;Terra Nova;131318;469943;;2013-09-27;2013;;;5.9995;20247;1450;710;40;7;0;0;-10;-10;;;;;1.1;0.14;77;;;;;;20000;0.57;0.57;1400;15.2;;;131318;131318;469943.008;469943.008;-7.11862536260324;-7.35424029865653;-1.12007081451852;0.2984;;3.7441;-0.17717
3320-EAG-2;LVE1004;Terra Nova;131547;470167;;2013-09-27;2013;;;5.7705;21093;1700;1300;41;8.1;0;0;-10;-10;;;;;0.7;0.3;60;;;;;;20000;0.35;0.35;1600;15.4;;;131547;131547;470167.008;470167.008;-10.0444774507135;-10.8863384732313;1.27647876906553;-0.1215;;0.6641;-0.04765
3320-EAG-4;LVO1004;Loenderveen oost;132534;469961;;2013-09-27;2013;;;6.4365;3159.5;1150;1900;85;33.6;0;0;-10;-10;;;;;0.2;0.04;52.5;;;;;;2500;0.48;0.48;850;15.6;;;132534;132534;469960.992;469960.992;-3.49029328732799;-3.31273008356077;14.7538055429171;-0.30675;;-3.1859;-0.25812
3320-EAG-4;LVO1001;Loenderveen oost;132055;469327;;2013-09-27;2013;;;6.0325;11055;2100;2200;62;18.8;0;0;-10;-10;;;;;0.2;0.02;61.5;;;;;;7500;0.32;0.32;1400;15.5;;;132055;132055;469327.008;469327.008;-3.05067722138658;-5.56622221415262;45.5550486893893;-0.0844499999999999;;-3.1859;-0.27431
3320-EAG-4;LVO1000;Loenderveen oost;131936;468173;;2013-09-27;2013;;;5.721;14928.5;1650;2100;46;10.9;0;0;-10;-10;;;;;0.5;0.02;50;;;;;;10000;0.54;0.54;1050;15.4;;;131936;131936;468172.992;468172.992;-1.98228626640949;-2.75955169534106;32.156108133664;-0.3685;;-0.8759;-0.27431
3320-EAG-4;LVO1002;Loenderveen oost;132443;468231;;2013-09-27;2013;;;5.8365;22215.5;1600;3200;36;7.1;0;0;-10;-10;;;;;0.8;0.07;59.5;;;;;;15000;0.54;0.54;1050;15.6;;;132443;132443;468231.008;468231.008;-2.13187275626547;-2.70996765197737;17.9032672510621;-0.13385;;1.4341;-0.233835
3320-EAG-4;LVO1003;Loenderveen oost;132853;469575;;2013-09-27;2013;;;5.6035;15790;1250;2000;33;8;0;0;-10;-10;;;;;0.6;0.05;50;;;;;;8900;0.92;0.92;705;15.5;;;132853;132853;469575.008;469575.008;0.245805226778464;0.267702340415045;4.41174587103204;-0.3685;;-0.1059;-0.250025
3320-EAG-1;LVE1000;Terra Nova;130966;469472;;2013-09-27;2013;;;6.505;10940;2750;7100;87;24.7;0;0;-10;-10;;;;;0.6;1.4;145;;;;;;7700;0.8;0.8;1950;15.4;;;130966;130966;469472;469472;-2.47162479110177;-2.28370563566221;2.26084295438839;1.978;;-0.1059;0.8428
2220-EAG-1;GGP1005;Gaasperplas 15m;127434;479827;;2013-09-30;2013;;;6.288;40144;7700;8300;78;18.9;0;0;-10;-10;;;;;0.9;2.8;175;;;;;;10000;1.3;1.3;1950;11.2;;;127434;127434;479827.008;479827.008;13.6405363276859;14.0064526772881;1.19562972540251;2.719;;2.2041;1.9761
2220-EAG-1;GGP1000;Gaasperplas diep;127604;479759;;2013-09-30;2013;;;6.0805;34197.5;5200;15999.999;80;15;0;0;-10;-10;;;;;2.1;3.4;315;;;;;;9600;1.5;1.5;1450;10.5;;;127604;127604;479759.008;479759.008;4.70944684048062;4.61619858908259;2.18391571125977;6.177;;11.4441;2.4618
2220-EAG-1;GGP1001;Gaasperplas diep;128050;479736;;2013-09-30;2013;;;6.2245;37118.5;7100;9100;79;18.9;0;0;-10;-10;;;;;1.2;3.3;240;;;;;;9600;1.1;1.1;1850;10.4;;;128050;128050;479736;479736;8.96210835613195;9.42843936245211;1.2074764104464;4.3245;;4.5141;2.38085
2220-EAG-1;GGP1004;Gaasperplas 10m;128285;480054;;2013-09-30;2013;;;1.11;17071;2800;2200;74;16.1;0;0;-10;-10;;;;;0.9;0.26;155;;;;;;6000;8.6;8.6;985;11.7;;;128285;128285;480054.016;480054.016;3.88072739240856;4.08049639920223;-27.2583654926285;2.225;;2.2041;-0.08003
2220-EAG-1;GGP1002;Gaasperplas diep;128413;479914;;2013-09-30;2013;;;6.049;38785.5;5500;11999.999;78;14.2;0;0;-10;-10;;;;;2;2.7;285;;;;;;9900;0.91;0.91;1400;10.2;;;128413;128413;479913.984;479913.984;5.95848146295637;5.97446168143049;2.13950726962925;5.436;;10.6741;1.89515
2220-EAG-1;GGP1003;Gaasperplas 6m;127959;479600;;2013-09-30;2013;;;0.979;12888.4995;800;680;43;6.1;0;0;-10;-10;;;;;0.6;0.26;34.5;;;;;;12999.999;6.7;6.7;795;12.2;;;127959;127959;479600;479600;-9.39816122857977;-9.0152859438092;-23.4418390609185;-0.75135;;-0.1059;-0.08003
3201-EAG-1;SAP1002;Stichts Ankeveense Plassen;134182;475934;;2013-10-01;2013;;;6.532;14138.9995;1450;190;41;9.9;0;0;-10;-10;;;;;0.6;0.25;59;;;;;;19000;3.8;3.8;1900;9;;;134182;134182;475934.016;475934.016;-17.4766412575062;-17.5190741574001;-14.2612973523861;-0.1462;;-0.1059;-0.088125
3201-EAG-1;SAP1003;Stichts Ankeveense Plassen;133565;475617;;2013-10-01;2013;;;6.181;16824;1150;80;49;7;0;0;-10;-10;;;;;1;1.2;70;;;;;;22000;4.3;4.3;1550;9.5;;;133565;133565;475616.992;475616.992;-12.2774735909443;-11.9201556928813;-3.42443556154922;0.1255;;2.9741;0.6809
3201-EAG-2;SAP1000;Stichts Ankeveense Plassen;133956;474933;;2013-10-01;2013;;;5.74;19966;600;5;31;3;0;0;-10;-10;;;;;1.4;0.55;41;;;;;;40000;4.2;4.2;1150;9.5;;;133956;133956;474932.992;474932.992;-18.9777141170415;-19.6893043353753;-7.3714969293101;-0.5908;;6.0541;0.154725
3201-EAG-2;SAP1001;Stichts Ankeveense Plassen;134738;474661;;2013-10-01;2013;;;6.4825;29003;1350;5;26;4.5;0;0;-10;-10;;;;;1.6;0.69;75.5;;;;;;46000;6.5;6.5;2150;12;;;134738;134738;474660.992;474660.992;-17.5904623335591;-17.7178597857971;-9.0957487608314;0.26135;;7.5941;0.268055
3201-EAG-1;SAP1006;Stichts Ankeveense Plassen;133530;475239;;2013-10-01;2013;;;5.7235;29170;1350;5;45;4.7;0;0;-10;-10;;;;;1.2;0.45;58;;;;;;39000;3.5;3.5;1850;12.5;;;133530;133530;475239.008;475239.008;-17.9015051279356;-17.9117690442494;-7.50697901630928;-0.1709;;4.5141;0.073775
3201-EAG-1;SAP1008;Stichts Ankeveense Plassen;134049;475333;;2013-10-01;2013;;;6.274;7906.5;1200;5;60;15.2;0;0;-10;-10;;;;;0.2;0.08;47.5;;;;;;13000;12;12;1950;12.7;;;134049;134049;475332.992;475332.992;-25.6438143306676;-40.86200130514;-144.861639237128;-0.43025;;-3.1859;-0.22574
3201-EAG-1;SAP1004;Stichts Ankeveense Plassen;134247;475060;;2013-10-01;2013;;;6.064;17782;1250;140;46;7;0;0;-10;-10;;;;;0.8;0.13;58;;;;;;24000;2.9;2.9;1700;12.9;;;134247.008;134247.008;475060;475060;-16.3595728343652;-16.6509488519918;-20.9513740575655;-0.1709;;1.4341;-0.185265
3201-EAG-1;SAP1005;Stichts Ankeveense Plassen;134709;475275;;2013-10-01;2013;;;6.0205;16154;1300;5;41;7.9;0;0;-10;-10;;;;;0.9;0.29;72.5;;;;;;24000;9.4;9.4;1900;12.7;;;134708.992;134708.992;475275.008;475275.008;-15.3699059479287;-15.8041297422745;-31.3013627460472;0.18725;;2.2041;-0.055745
3201-EAG-1;SAP1007;Stichts Ankeveense Plassen;134720;475666;;2013-10-01;2013;;;6.1725;11994;650;5;31;5.3;0;0;-10;-10;;;;;1;0.48;56;;;;;;23000;5.5;5.5;1250;12.1;;;134720;134720;475665.984;475665.984;-15.1241374888547;-15.5650534298553;-11.0626901717267;-0.2203;;2.9741;0.09806
3230-EAG-3;PKH1002;Kortenhoefse Plassen;133800;471968;;2013-10-02;2013;;;1.089;19061;1450;200;49;7.7;0;0;-10;-10;;;;;1;0.62;80;;;;;;24000;3.3;3.3;1850;12.1;;;133800;133800;471968;471968;-12.2852883258203;-12.6113715625676;-4.96256489304622;0.3725;;2.9741;0.21139
3230-EAG-3;PKH1003;Kortenhoefse Plassen;134221;471743;;2013-10-02;2013;;;6.249;14990;1250;5;57;8.3;0;0;-10;-10;;;;;1.1;0.15;87.5;;;;;;21000;5.2;5.2;1750;12.1;;;134220.992;134220.992;471743.008;471743.008;-11.3960456288049;-10.8830857576187;-33.4686578244359;0.55775;;3.7441;-0.169075
3230-EAG-3;PKH1004;Kortenhoefse Plassen;135114;472171;;2013-10-02;2013;;;5.7375;27076.5;1600;340;31;5.9;0;0;-10;-10;;;;;1.2;0.12;70;;;;;;32000;2.2;2.2;1900;11.8;;;135114;135114;472171.008;472171.008;-13.5417926737272;-13.2445324989124;-16.1380617582737;0.1255;;4.5141;-0.19336
3230-EAG-3;PKH1001;Kortenhoefse Plassen;134794;472261;;2013-10-02;2013;;;5.787;24826;1200;5;36;4.9;0;0;-10;-10;;;;;1.4;0.005;66.5;;;;;;34000;11;11;1650;11.8;;;134794;134794;472260.992;472260.992;-13.9592266457634;-13.6240087503005;-2124.59115528508;0.03905;;6.0541;-0.2864525
3230-EAG-3;PKH1005;Kortenhoefse Plassen;135159;472499;;2013-10-02;2013;;;6.156;30125.5;1850;500;36;6.1;0;0;-10;-10;;;;;1.3;0.12;81;;;;;;36000;1.1;1.1;2200;12.1;;;135159.008;135159.008;472499.008;472499.008;-13.5686113276265;-13.8971046422086;-6.54376451688419;0.3972;;5.2841;-0.19336
3230-EAG-3;PKH1000;Kortenhoefse Plassen;135289;473024;;2013-10-02;2013;;;5.55;26982.5;1450;840;34;5.4;0;0;-10;-10;;;;;1.5;0.14;81.5;;;;;;30000;0.91;0.91;1600;12.1;;;135288.992;135288.992;473024;473024;-9.09606411569835;-9.34241643405238;-2.95098597526286;0.40955;;6.8241;-0.17717
4210-EAG-5;HAP1009;Hollands Ankeveense Plassen;135758;476143;;2013-10-02;2013;;;6.486;16759;3950;16000;85;23.9;0;0;-10;-10;188.066;188.066;;;1;2.6;240;;;;;;5300;2.8;2.8;1300;12.1;;;135758;135758;476143.008;476143.008;3.89612153000038;4.1755811112369;2.37290230831432;4.3245;;2.9741;1.8142
3300-EAG-11;MBP1036;Ster en zodden;135630;467734;;2013-10-03;2013;;;7.687;1809.5;500;770;94;43.2;0;0;-10;-10;;;;;0.2;0.05;63.5;;;;;;520;3.3;3.3;235;10.6;;;135630;135630;467734.016;467734.016;0.792392859451596;2.5065903891947;-55.2128822993439;-0.03505;;-3.1859;-0.250025
3300-EAG-11;MBP1037;Ster en zodden;135071;468089;;2013-10-03;2013;;;5.8695;24900.999;950;1500;35;3.9;0;0;-10;-10;;;;;1.3;1.3;52.5;;;;;;40000;1.2;1.2;1600;10.5;;;135071.008;135071.008;468088.992;468088.992;-19.4028644229072;-19.0983590821662;-0.251697665180125;-0.30675;;5.2841;0.76185
3300-EAG-11;MBP1038;Ster en zodden;135397;467491;;2013-10-03;2013;;;6.049;7032;1000;2400;77;14;0;0;-10;-10;;;;;0.5;1.3;71;;;;;;14000;0.96;0.96;2000;10.6;;;135396.992;135396.992;467491.008;467491.008;-19.3987100217358;-19.2468206535384;0.310619388052598;0.1502;;-0.8759;0.76185
3300-EAG-10;MBP1039;Ster en zodden;136005;466669;;2013-10-03;2013;;;1.242;5136;1150;3800;82;21.8;0;0;-10;-10;;;;;0.5;0.19;117;;;;;;2800;1.2;1.2;625;10.7;;;136004.992;136004.992;466668.992;466668.992;0.291487683656985;0.287823814497806;4.99194924432953;1.2864;;-0.8759;-0.136695
3300-EAG-10;MBP1040;Ster en zodden;135520;465580;;2013-10-03;2013;;;5.7375;18208.5;1250;50;47;6.5;0;0;-10;-10;283.933;283.933;;;1.6;0.2;105;;;;;;25999.998;1.5;1.5;1700;10.5;;;135520;135520;465580;465580;-9.03671642279222;-9.38509558000302;-7.10615464069963;0.99;;7.5941;-0.1286
3320-EAG-1;LVE1006;Terra Nova;130959;469179;;2013-10-03;2013;;;5.715;49924.5;2400;1400;55;4.9;0;0;-10;-10;;;;;4.1;0.44;200;;;;;;30999.998;5.6;5.6;1550;10.7;;;130959;130959;469179.008;469179.008;-0.830601297165362;-0.549998566900154;-10.5294608892865;3.3365;;26.8441;0.06568
3200-EAG-1;SBP1003;Spiegelplas diep;133000;476244;;2013-10-04;2013;;;6.5275;34119.5;6550;1100;80;18.9;0;0;-10;-10;;;;;1;1.7;180;;;;;;9200;7.1;7.1;1800;8.1;;;133000;133000;476244;476244;10.5230638952688;10.0371450816347;-3.67548148774543;2.8425;;2.9741;1.08565
3200-EAG-1;SBP1005;Spiegelplas diep;132530;475690;;2013-10-04;2013;;;7.4865;38996.5;10050;2000;83;24.7;0;0;-10;-10;;;;;0.8;0.84;200;;;;;;7500;15;15;1950;8.2;;;132530;132530;475689.984;475689.984;18.4525164708957;17.9803672014086;-15.9289831084281;3.3365;;1.4341;0.38948
2550-EAG-1;BOT1000;Botshol;123383;473183;;2013-10-04;2013;;;5.9545;9887.5;850;5;52;8.8;0;0;-10;-10;;;;;0.7;0.13;62;;;;;;19000;6.5;6.5;1650;14.2;;;123383;123383;473183.008;473183.008;-18.1034416400728;-18.3850085902308;-48.2774357305667;-0.0720999999999998;;0.6641;-0.185265
2550-EAG-1;BOT1001;Botshol;123808;473294;;2013-10-04;2013;;;6.4765;10134.5;1050;5;54;10.3;0;0;-10;-10;;;;;0.6;0.09;63.5;;;;;;19000;6.7;6.7;2000;14.2;;;123808;123808;473294.016;473294.016;-21.2531700136365;-21.2208489361926;-71.8806857498071;-0.03505;;-0.1059;-0.217645
3200-EAG-1;SBP1006;Spiegelplas;133144;475679;;2013-10-04;2013;;;18.708;4000;1400;;96;66.6;-10;;-20;;;;;0.25;0.2;;24;2.5;1.8;;;;1300;;;460;13.5;;;133144;;475679.008;;13.8396071747654;4.81400641438706;;-1.0107;-0.799043113579131;-3.1859;
;SBP1012;als SBP1006 voor BC op diepte;133144;475679;;2013-10-04;2013;;;1.871;3818;4800;;96;66.6;-10;;-20;;;;;0.25;0.2;;82;2.5;6.3;;;;1300;;;1600;13.5;;;133144;;475679.008;;13.6185673774525;4.30928190905982;;0.4219;0.0435991024730416;-3.1859;
3200-EAG-1;SBP1011;Spiegelplas;133173;475136;;2013-10-04;2013;;;12.288;12000;2700;;72;27.2;-10;;-20;;;;;0.025;0.2;;70;2.5;0.2;;;;12000;;;2700;13.4;;;133173;;475136;;-15.86570331851;-24.6799829399045;;0.1255;-1.09864923484213;-3.1859;
;SBP1017;als SBP1011 voor BC op diepte;133173;475136;;2013-10-04;2013;;;1.229;12001;4000;;72;27.2;-10;;-20;;;;;0.025;0.2;;110;2.5;0.3;;;;12000;;;4000;13.4;;;133173;;475136;;-14.9575654181239;-24.6772097283367;;1.1135;-1.07992385226319;-3.1859;
3200-EAG-1;SBP1007;Spiegelplas;133081;475286;;2013-10-04;2013;;;19.799;2500;400;;100;77.8;-10;;-20;;;;;0.025;0.2;;5.1;2.5;0.4;;;;300;;;120;13.3;;;133081;;475286.016;;20.7725258653313;5.48406587551304;;-1.47753;-1.06119846968425;-3.1859;
;SBP1013;als SBP1007 voor BC op diepte;133081;475286;;2013-10-04;2013;;;1.98;1101;1700;;100;77.8;-10;;-20;;;;;0.025;0.2;;20;2.5;2;;;;300;;;460;13.3;;;133081;;475286.016;;24.9271633129149;1.60434289225581;;-1.1095;-0.761592348421257;-3.1859;
2550-EAG-1;BOT1002;Botshol;123841;473781;;2013-10-04;2013;;;6.274;12977.5;1050;5;49;8;0;0;-10;-10;;;;;0.9;0.09;70.5;;;;;;24000;4.2;4.2;1950;14.2;;;123841;123841;473780.992;473780.992;-18.457837272889;-17.7617089744747;-45.0480367902284;0.13785;;2.2041;-0.217645
3200-EAG-1;SBP1010;Spiegelplas;133052;474996;;2013-10-04;2013;;;14.077;5000;1200;;85;34.6;-10;;-20;;;;;0.025;0.2;;31;2.5;0.2;;;;5000;;;1200;13.3;;;133052;;474996;;-15.922569638648;-10.2833262249602;;-0.8378;-1.09864923484213;-3.1859;
;SBP1016;als SBP1010 voor BC op diepte;133052;474996;;2013-10-04;2013;;;1.408;4751;2300;;85;34.6;-10;;-20;;;;;0.025;0.2;;61;2.5;0.5;;;;5000;;;2400;13.3;;;133052;;474996;;-17.0928450647676;-10.9738559053255;;-0.0968;-1.04247308710531;-3.1859;
2550-EAG-1;BOT1003;Botshol;123508;474082;;2013-10-04;2013;;;6.3565;28945.5;2100;5;50;7.2;0;0;-10;-10;;;;;0.9;0.76;68;;;;;;50000;4.2;4.2;3600;14.2;;;123508;123508;474081.984;474081.984;-34.011212451675;-35.8270767116484;-5.33463593568494;0.0761000000000001;;2.2041;0.32472
3200-EAG-1;SBP1004;Spiegelplas diep;132641;474904;;2013-10-04;2013;;;7.074;16064.5;4350;1200;87;26.2;0;0;-10;-10;;;;;0.5;0.21;121.5;;;;;;4400;17;17;1200;13.4;;;132641;132641;474904;474904;10.3170669043057;9.31951970153852;-75.0286208905068;1.39755;;-0.8759;-0.120505
3200-EAG-1;SBP1000;Spiegelplas 15 m;132174;474728;;2013-10-04;2013;;;6.7735;24862;5150;990;80;20.3;0;0;-10;-10;;;;;0.6;1;135;;;;;;7300;7.5;7.5;1500;8.1;;;132174;132174;474728;474728;10.4255175625691;11.2298284213565;-6.69571932867527;1.731;;-0.1059;0.519
2550-EAG-2;BOT1005;Botshol;122651;473686;;2013-10-04;2013;;;5.554;19115.5;1000;5;43;5.2;0;0;-10;-10;;;;;1.3;0.68;67.5;;;;;;33000;4.2;4.2;1700;14.2;;;122651;122651;473686.016;473686.016;-16.1113452263673;-16.3653244764483;-5.96224016341258;0.06375;;5.2841;0.25996
3200-EAG-1;SBP1008;Spiegelplas;132042;474904;;2013-10-04;2013;;;12.592;11000;2500;;80;29.2;-10;;-20;;;;;0.42;0.2;;58;8;1.9;;;;7700;;;1800;13.4;;;132042;;474904;;-6.0715494605972;-6.68472421292272;;-0.1709;-0.780317731000194;-3.1859;
;SBP1014;als SBP1008 voor BC op diepte;132042;474904;;2013-10-04;2013;;;1.259;10725;3900;;80;29.2;-10;;-20;;;;;0.42;0.2;;92;8;3.1;;;;7700;;;2800;13.4;;;132042;;474904;;-5.88723904667909;-7.44735739404905;;0.6689;-0.555613140052948;-3.1859;
2550-EAG-1;BOT1006;Botshol;123270;473746;;2013-10-04;2013;;;6.0145;14191.5;1000;5;49;7.1;0;0;-10;-10;;;;;1.1;0.24;78;;;;;;24000;15;15;1750;14.2;;;123270;123270;473745.984;473745.984;-14.5617252680389;-13.9201839167108;-60.361905110853;0.3231;;3.7441;-0.09622
3200-EAG-1;SBP1002;Spiegelplas 6m;132072;474923;;2013-10-04;2013;;;6.2185;8820;1800;580;82;20.6;0;0;-10;-10;;;;;0.2;0.3;64;;;;;;4600;17;17;970;8;;;132072;132072;474923.008;474923.008;0.958750979923058;2.24229268886615;-53.666295404684;-0.0226999999999999;;-3.1859;-0.04765
