monsterident;externereferentie;xcoormonster;ycoormonster;monsternemer;planvanaanpak;analist;bron;veldapparaat;bemonsteringsprotocol;analyseprotocol;analysecode;locatiecode;locatie namespace;locatie omschrijving;locatie x;locatie y;locatie z;locatie referentievlakzcoord;locatie KRW watertype;locatie EAG;locatie afaanvoergebied;locatie KRWmeetpuntlocatie;locatie morfologielocatie;locatie bodemsoortlocatie;locatie meetprogrammahistorie;locatie meetprogrammaactueel;locatie meetnethistorie;locatie meetnetactueel;compartiment;datum;fewsparameter;fewsparameternaam;fewsparametercategorie;fewsparametergrootheid;parametercode;grootheid;parameterfractie;parametergroep;parametertypering;biotaxonnaam;confertaxon;TWN naam;TWN taxontype;TWN taxonlevel;WNA nederlandse soortnaam;TWN taxongroup;beschermingsstatus florafaunawet;WNA oeverplantensoorten;WNA emerse plantensoorten;WNA soorten met drijvend blad;WNA kroossoorten;WNA onderwaterplantensoorten;WNA stromingsgilde vis;WNA migratiegilde vis;WNA habitatvoorkeur vis;WNA plantminnendheid vis;WNA reynolds groep cyanobacterieen;WNA zuurstoftolerante vis;WNA fytoplankton groep;WNA fytoplankton subgroep;WNA toxische blauwalg;gedrag;lengteklasse;levensstadium;levensvorm;verschijningsvorm;geslacht;limietsymbool;meetwaarde;eenheid;eenheidequivalent;eenheidreferentie;waardebewerkingsmethode;kwaliteitsoordeelcode;afronding;opmerkingmeting
BDM_388467;388467;127434;479827;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1005;NL11;Gaasperplas 15m;127434;479827;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:00;Stot_mg/kg_dg;Zwavel drooggewicht (totaal) (mg/kg);METAL;MASSFTE;Stot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;mg/kg;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388467;388467;127434;479827;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1005;NL11;Gaasperplas 15m;127434;479827;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:00;Stot_mg/l_ng;Zwavel natgewicht (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2200;mg/l;;;BER;3;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388467;388467;127434;479827;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1005;NL11;Gaasperplas 15m;127434;479827;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:00;T_oC;Temperatuur (oC);ALG;T;T;T;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.2;oC;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388467;388467;127434;479827;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1005;NL11;Gaasperplas 15m;127434;479827;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:00;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127434;m;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388467;388467;127434;479827;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1005;NL11;Gaasperplas 15m;127434;479827;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:00;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479827.008;m;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388456;388456;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 09:30;Fe_ug/l_nf;IJzer na filtratie (ug/l);IONEN;CONCTTE;Fe;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15999.999;mg/l;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388456;388456;127604;479759;WP;;WP;dwwsb001-231-B;;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 09:30;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388456;388456;127604;479759;WP;;WP;dwwsb001-231-B;;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 09:30;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388456;388456;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 09:30;Ptot_mgP/l_nf;Fosfor (uitgedrukt in mg fosfor/l na filtratie);NUTRI;CONCTTE;Ptot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4;mg/l;P;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388456;388456;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 09:30;Stot_mg/l_nf;Zwavel (totaal) na filtratie (mg/l);NUTRI;CONCTTE;Stot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5;mg/l;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388456;388456;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 09:30;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127604;m;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388456;388456;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 09:30;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479759.008;m;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;DICHTHD_kg/l;Dichtheid (kg/l);ALG;DICHTHD;DICHTHD;DICHTHD;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.106;kg/l;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;Fe_mg/kg_dg;IJzer drooggewicht (mg/kg);IONEN;MASSFTE;Fe;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34395;mg/kg;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;Fe_mg/l_ng;IJzer natgewicht (mg/l);IONEN;CONCTTE;Fe;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5700;mg/l;;;BER;3;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;GR_%_dg;Gloeirest van zwevende stof (%dg);ALG;MASSFTE;GR;MASSFTE;dg;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;%;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;IR_%;Indamprest van vaste matrix (%);ALG;AFSDRDMT;IR;MASSFTE;;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;%;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;Ptot_gP/kg_dg;Fosfor (uitgedrukt in g fosfor/kg drooggewicht);NUTRI;MASSFTE;Ptot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1;g/kg;P;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;Ptot_mgP/l_ng;Fosfor (uitgedrukt in mg fosfor/l natgewicht);NUTRI;CONCTTE;Ptot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;350;mg/l;P;;BER;3;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;Stot_mg/kg_dg;Zwavel drooggewicht (totaal) (mg/kg);METAL;MASSFTE;Stot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9600;mg/kg;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;Stot_mg/l_ng;Zwavel natgewicht (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1600;mg/l;;;BER;3;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;T_oC;Temperatuur (oC);ALG;T;T;T;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.5;oC;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127604;m;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388457;388457;127604;479759;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1000;NL11;Gaasperplas diep;127604;479759;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 09:30;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479759.008;m;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388458;388458;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 10:00;Fe_ug/l_nf;IJzer na filtratie (ug/l);IONEN;CONCTTE;Fe;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9100;mg/l;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388458;388458;128050;479736;WP;;WP;dwwsb001-231-B;;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 10:00;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388458;388458;128050;479736;WP;;WP;dwwsb001-231-B;;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 10:00;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388458;388458;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 10:00;Ptot_mgP/l_nf;Fosfor (uitgedrukt in mg fosfor/l na filtratie);NUTRI;CONCTTE;Ptot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.3;mg/l;P;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388458;388458;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 10:00;Stot_mg/l_nf;Zwavel (totaal) na filtratie (mg/l);NUTRI;CONCTTE;Stot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1;mg/l;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388458;388458;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 10:00;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128050;m;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388458;388458;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-09-30 10:00;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479736;m;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388459;388459;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 10:00;DICHTHD_kg/l;Dichtheid (kg/l);ALG;DICHTHD;DICHTHD;DICHTHD;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.132;kg/l;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388459;388459;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 10:00;Fe_mg/kg_dg;IJzer drooggewicht (mg/kg);IONEN;MASSFTE;Fe;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37237;mg/kg;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388459;388459;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 10:00;Fe_mg/l_ng;IJzer natgewicht (mg/l);IONEN;CONCTTE;Fe;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8000;mg/l;;;BER;3;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388459;388459;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 10:00;GR_%_dg;Gloeirest van zwevende stof (%dg);ALG;MASSFTE;GR;MASSFTE;dg;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;%;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388459;388459;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 10:00;IR_%;Indamprest van vaste matrix (%);ALG;AFSDRDMT;IR;MASSFTE;;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.9;%;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388459;388459;128050;479736;WP;;WP;dwwsb001-231-B;;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 10:00;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388459;388459;128050;479736;WP;;WP;dwwsb001-231-B;;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 10:00;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388459;388459;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 10:00;Ptot_gP/kg_dg;Fosfor (uitgedrukt in g fosfor/kg drooggewicht);NUTRI;MASSFTE;Ptot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;g/kg;P;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388459;388459;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 10:00;Ptot_mgP/l_ng;Fosfor (uitgedrukt in mg fosfor/l natgewicht);NUTRI;CONCTTE;Ptot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;mg/l;P;;BER;3;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388459;388459;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 10:00;Stot_mg/kg_dg;Zwavel drooggewicht (totaal) (mg/kg);METAL;MASSFTE;Stot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9600;mg/kg;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388459;388459;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 10:00;Stot_mg/l_ng;Zwavel natgewicht (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2100;mg/l;;;BER;3;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
BDM_388459;388459;128050;479736;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GGP1001;NL11;Gaasperplas diep;128050;479736;;;M20;2220-EAG-1;2220;NL11_3_2;plas;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-09-30 10:00;T_oC;Temperatuur (oC);ALG;T;T;T;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.4;oC;;;;0;Ja;Individuele coordinaten niet vastgelegd i.v.m. diepte en wind. De happer ligt schuin onder de boot.
