watdte_m;debiet (mm/dag);bodemtype;kP
0.3;37.14118062;veen;15.61
0.3;19.5476682;veen;14.21
0.3;20.80211326;veen;14.33
0.3;18.70411297;veen;14.13
0.3;17.32527524;veen;14
0.3;22.17681255;veen;14.45
0.3;18.33620382;veen;14.1
0.3;19.38337956;veen;14.2
0.3;20.10577998;veen;14.27
0.3;31.74467568;veen;15.22
0.3;33.3154049;veen;15.33
0.3;30.992817;veen;15.16
0.3;26.93516081;veen;14.85
0.3;36.89748568;veen;15.59
0.3;29.76035005;veen;15.07
0.3;31.63355456;veen;15.21
0.3;32.67795676;veen;15.29
0.3;38.57814458;veen;15.71
0.3;40.54674702;veen;15.85
0.3;37.51647309;veen;15.64
0.3;38.49377104;veen;15.71
0.3;43.37526875;veen;16.05
0.3;34.94044015;veen;15.45
0.3;35.45980454;veen;15.49
0.3;39.71450749;veen;15.79
0.3;32.69487055;veen;15.29
0.3;33.02117978;veen;15.31
0.3;29.14792329;veen;15.02
0.3;29.74416112;veen;15.07
0.3;37.61368026;veen;15.64
0.3;30.36977036;veen;15.12
0.3;36.95002479;veen;15.6
0.3;32.01735424;veen;15.24
0.3;29.89931404;veen;15.08
0.3;30.82284588;veen;15.15
0.3;28.4479192;veen;14.97
0.3;27.15698051;veen;14.87
0.3;33.02722142;veen;15.31
0.3;28.1724401;veen;14.95
0.3;31.99007919;veen;15.24
0.3;29.677712;veen;15.06
0.3;14.03682349;veen;13.65
0.3;14.63565088;veen;13.72
0.3;13.15863745;veen;13.55
0.3;11.87012929;veen;13.4
0.3;16.58049712;veen;13.92
0.3;12.92028792;veen;13.53
0.3;15.67562301;veen;13.83
0.3;13.41693878;veen;13.58
0.3;14.03682349;veen;13.65
0.3;14.63565088;veen;13.72
0.3;13.15863745;veen;13.55
0.3;11.87012929;veen;13.4
0.3;16.58049712;veen;13.92
0.3;12.92028792;veen;13.53
0.3;15.67562301;veen;13.83
0.3;13.41693878;veen;13.58
0.3;14.03682349;veen;13.65
0.3;14.63565088;veen;13.72
0.3;13.15863745;veen;13.55
0.3;11.87012929;veen;13.4
0.3;16.58049712;veen;13.92
0.3;12.92028792;veen;13.53
0.3;15.67562301;veen;13.83
0.3;13.41693878;veen;13.58
0.3;15.14384854;veen;13.77
0.3;15.87504182;veen;13.85
0.3;13.95695211;veen;13.64
0.3;12.41860335;veen;13.47
0.3;15.87664155;veen;13.85
0.3;15.62142257;veen;13.82
0.3;15.18102069;veen;13.78
0.3;17.0772577;veen;13.97
0.3;126.7241259;veen;21.49
0.3;135.8481063;veen;21.9
0.3;129.7780656;veen;21.63
0.3;127.4559306;veen;21.53
0.3;129.3476216;veen;21.61
0.3;119.0641778;veen;21.12
0.3;124.7610487;veen;21.4
0.3;120.813931;veen;21.21
0.3;19.17568599;veen;14.18
0.3;19.80659283;veen;14.24
0.3;18.14748431;veen;14.08
0.3;16.4617433;veen;13.91
0.3;20.37767825;veen;14.29
0.3;18.37227593;veen;14.1
0.3;19.58770732;veen;14.22
0.3;21.47632;veen;14.39
0.3;11.85821342;veen;13.4
0.3;12.16455541;veen;13.44
0.3;11.02683207;veen;13.3
0.3;11.54992296;veen;13.36
0.3;12.74905611;veen;13.51
0.3;10.79267571;veen;13.27
0.3;13.35611083;veen;13.58
0.3;11.36834087;veen;13.34
0.3;11.85821342;veen;13.4
0.3;12.16455541;veen;13.44
0.3;11.02683207;veen;13.3
0.3;11.54992296;veen;13.36
0.3;12.74905611;veen;13.51
0.3;10.79267571;veen;13.27
0.3;13.35611083;veen;13.58
0.3;11.36834087;veen;13.34
0.3;11.85821342;veen;13.4
0.3;12.16455541;veen;13.44
0.3;11.02683207;veen;13.3
0.3;11.54992296;veen;13.36
0.3;12.74905611;veen;13.51
0.3;10.79267571;veen;13.27
0.3;13.35611083;veen;13.58
0.3;11.36834087;veen;13.34
0.3;30.30274503;veen;15.11
0.3;31.6311665;veen;15.21
0.3;31.96755342;veen;15.23
0.3;29.24490183;veen;15.03
0.3;30.34230721;veen;15.11
0.3;27.46249356;veen;14.89
0.3;30.8597114;veen;15.15
0.3;30.61108128;veen;15.13
0.3;20.78249402;veen;14.33
0.3;21.52257756;veen;14.39
0.3;21.78354308;veen;14.42
0.3;16.56313423;veen;13.92
0.3;21.72521222;veen;14.41
0.3;19.04879489;veen;14.17
0.3;23.24941997;veen;14.55
0.3;21.58477617;veen;14.4
0.3;111.6278095;veen;20.74
0.3;114.2515361;veen;20.88
0.3;113.7225963;veen;20.85
0.3;107.151621;veen;20.49
0.3;113.8601073;veen;20.86
0.3;107.8703149;veen;20.53
0.3;112.5652134;veen;20.79
0.3;111.9732777;veen;20.76
0.3;23.28029483;veen;14.55
0.3;24.83459021;veen;14.68
0.3;23.82671342;veen;14.59
0.3;20.26153421;veen;14.28
0.3;25.26873308;veen;14.72
0.3;22.35317249;veen;14.47
0.3;25.11803538;veen;14.7
0.3;21.29928499;veen;14.37
0.3;24.74331828;veen;14.67
0.3;24.10562833;veen;14.62
0.3;22.59733206;veen;14.49
0.3;24.61170635;veen;14.66
0.3;30.71569919;veen;15.14
0.3;22.92592658;veen;14.52
0.3;25.06185124;veen;14.7
0.3;23.18508422;veen;14.54
0.3;25.89014274;veen;14.77
0.3;26.81973904;veen;14.84
0.3;24.83834793;veen;14.68
0.3;22.79626586;veen;14.51
0.3;29.1338905;veen;15.02
0.3;24.73901576;veen;14.67
0.3;27.52822773;veen;14.9
0.3;25.37551233;veen;14.72
0.3;49.33210554;veen;16.48
0.3;50.97048571;veen;16.59
0.3;51.49236389;veen;16.63
0.3;40.39891772;veen;15.84
0.3;51.99198518;veen;16.67
0.3;44.34393696;veen;16.12
0.3;50.7803345;veen;16.58
0.3;55.3467148;veen;16.91
0.3;18.50143569;veen;14.11
0.3;18.92654639;veen;14.16
0.3;18.69110561;veen;14.13
0.3;16.48649577;veen;13.91
0.3;19.1519578;veen;14.18
0.3;17.47377623;veen;14.01
0.3;18.45384141;veen;14.11
0.3;20.32632661;veen;14.29
0.3;13.65465626;veen;13.61
0.3;13.56784719;veen;13.6
0.3;14.19246724;veen;13.67
0.3;12.51341013;veen;13.48
0.3;14.29393579;veen;13.68
0.3;12.90534315;veen;13.52
0.3;14.09106166;veen;13.66
0.3;14.01852863;veen;13.65
0.3;17.15360898;veen;13.98
0.3;18.9456482;veen;14.16
0.3;19.18523068;veen;14.18
0.3;16.14025269;veen;13.88
0.3;18.02745308;veen;14.07
0.3;15.53949661;veen;13.81
0.3;16.34688967;veen;13.9
0.3;15.89029194;veen;13.85
0.3;15.90645802;veen;13.85
0.3;17.39313222;veen;14.01
0.3;16.26132706;veen;13.89
0.3;12.53441318;veen;13.48
0.3;16.58897869;veen;13.92
0.3;15.26767798;veen;13.79
0.3;17.89865106;veen;14.06
0.3;15.40102594;veen;13.8
0.3;15.90645802;veen;13.85
0.3;17.39313222;veen;14.01
0.3;16.26132706;veen;13.89
0.3;12.53441318;veen;13.48
0.3;16.58897869;veen;13.92
0.3;15.26767798;veen;13.79
0.3;17.89865106;veen;14.06
0.3;15.40102594;veen;13.8
0.3;52.29154667;veen;16.69
0.3;55.19163786;veen;16.9
0.3;51.60632804;veen;16.64
0.3;45.74324107;veen;16.22
0.3;54.4672854;veen;16.85
0.3;49.56590692;veen;16.49
0.3;53.48805638;veen;16.78
0.3;55.97837099;veen;16.96
0.3;25.95383391;veen;14.77
0.3;27.72838846;veen;14.91
0.3;25.35039462;veen;14.72
0.3;20.85968793;veen;14.34
0.3;28.07491018;veen;14.94
0.3;23.9266896;veen;14.6
0.3;29.19102476;veen;15.03
0.3;26.54574182;veen;14.82
0.3;30.58951492;veen;15.13
0.3;36.28213023;veen;15.55
0.3;34.34441327;veen;15.41
0.3;24.71087714;veen;14.67
0.3;30.64384302;veen;15.14
0.3;28.25973406;veen;14.95
0.3;29.54540927;veen;15.05
0.3;30.34019748;veen;15.11
0.3;72.9461142;veen;18.22
0.3;33.74561241;veen;15.37
0.3;30.18984999;veen;15.1
0.3;33.12402557;veen;15.32
0.3;103.7765603;veen;20.3
0.3;100.1594283;veen;20.08
0.3;99.2764527;veen;20.03
0.3;110.3508701;veen;20.67
0.3;322.9441352;veen;28.46
0.3;328.2346163;veen;28.62
0.3;323.207055;veen;28.47
0.3;314.1407542;veen;28.19
0.3;333.6795979;veen;28.78
0.3;327.5662624;veen;28.6
0.3;323.3611332;veen;28.47
0.3;310.4195275;veen;28.08
0.3;34.88864796;veen;15.45
0.3;35.17179894;veen;15.47
0.3;32.78474071;veen;15.3
0.3;32.68403768;veen;15.29
0.3;37.64326269;veen;15.65
0.3;34.80665737;veen;15.44
0.3;32.17957438;veen;15.25
0.3;38.95046391;veen;15.74
0.3;18.8667276;veen;14.15
0.3;17.48860253;veen;14.01
0.3;17.28606243;veen;13.99
0.3;18.45804323;veen;14.11
0.3;19.87017263;veen;14.24
0.3;19.73870409;veen;14.23
0.3;17.28533889;veen;13.99
0.3;21.94016939;veen;14.43
0.3;18.8667276;veen;14.15
0.3;17.48860253;veen;14.01
0.3;17.28606243;veen;13.99
0.3;18.45804323;veen;14.11
0.3;19.87017263;veen;14.24
0.3;19.73870409;veen;14.23
0.3;17.28533889;veen;13.99
0.3;21.94016939;veen;14.43
0.3;79.61957276;veen;18.71
0.3;73.21374585;veen;18.24
0.3;73.04085787;veen;18.23
0.3;79.82052069;veen;18.72
0.3;83.42626787;veen;18.98
0.3;84.04201172;veen;19.02
0.3;71.11902178;veen;18.08
0.3;92.67458353;veen;19.61
0.3;254.498252;veen;26.23
0.3;256.9472943;veen;26.32
0.3;254.7808864;veen;26.24
0.3;247.7121372;veen;26
0.3;256.2294168;veen;26.29
0.3;252.6585219;veen;26.17
0.3;259.9372294;veen;26.42
0.3;253.2222776;veen;26.19
0.3;27.90951604;veen;14.93
0.3;30.38066726;veen;15.12
0.3;28.37081257;veen;14.96
0.3;23.0674229;veen;14.53
0.3;28.77260969;veen;14.99
0.3;26.20700834;veen;14.79
0.3;31.53316582;veen;15.2
0.3;27.03492571;veen;14.86
0.3;27.90951604;veen;14.93
0.3;30.38066726;veen;15.12
0.3;28.37081257;veen;14.96
0.3;23.0674229;veen;14.53
0.3;28.77260969;veen;14.99
0.3;26.20700834;veen;14.79
0.3;31.53316582;veen;15.2
0.3;27.03492571;veen;14.86
0.3;27.90951604;veen;14.93
0.3;30.38066726;veen;15.12
0.3;28.37081257;veen;14.96
0.3;23.0674229;veen;14.53
0.3;28.77260969;veen;14.99
0.3;26.20700834;veen;14.79
0.3;31.53316582;veen;15.2
0.3;27.03492571;veen;14.86
0.3;21.0451056;veen;14.35
0.3;23.11568947;veen;14.53
0.3;21.34534869;veen;14.38
0.3;15.57686139;veen;13.82
0.3;22.67905054;veen;14.5
0.3;19.38552332;veen;14.2
0.3;23.46902836;veen;14.56
0.3;21.74423745;veen;14.41
0.3;59.99805264;veen;17.25
0.3;55.07016225;veen;16.89
0.3;54.08748008;veen;16.82
0.3;46.83802489;veen;16.3
0.3;60.31359386;veen;17.28
0.3;65.81545285;veen;17.69
0.3;66.10262188;veen;17.71
0.3;71.75903271;veen;18.13
0.3;18.96151863;veen;14.16
0.3;18.71592352;veen;14.14
0.3;18.57262732;veen;14.12
0.3;18.25636074;veen;14.09
0.3;19.03810242;veen;14.17
0.3;19.40931065;veen;14.2
0.3;18.85222555;veen;14.15
0.3;19.88608017;veen;14.25
0.3;175.835752;veen;23.45
0.3;172.1737194;veen;23.32
0.3;184.4990259;veen;23.76
0.3;145.9839361;veen;22.32
0.3;193.2637945;veen;24.08
0.3;171.4459991;veen;23.29
0.3;163.7269244;veen;23
0.3;199.7568643;veen;24.31
0.3;175.835752;veen;23.45
0.3;172.1737194;veen;23.32
0.3;184.4990259;veen;23.76
0.3;145.9839361;veen;22.32
0.3;193.2637945;veen;24.08
0.3;171.4459991;veen;23.29
0.3;163.7269244;veen;23
0.3;199.7568643;veen;24.31
0.3;8.676698071;veen;13
0.3;8.342191848;veen;12.96
0.3;8.494378624;veen;12.98
0.3;8.904290463;veen;13.03
0.3;8.607215295;veen;12.99
0.3;8.927471981;veen;13.03
0.3;8.237580377;veen;12.94
0.3;9.223757911;veen;13.07
0.3;49.94112779;veen;16.52
0.3;50.12001734;veen;16.53
0.3;48.66499199;veen;16.43
0.3;46.78446535;veen;16.29
0.3;49.83362875;veen;16.51
0.3;50.86797135;veen;16.59
0.3;49.36732419;veen;16.48
0.3;53.94949556;veen;16.81
0.3;28.9176269;veen;15
0.3;29.23267018;veen;15.03
0.3;28.87117537;veen;15
0.3;25.5259354;veen;14.74
0.3;29.43591568;veen;15.04
0.3;28.6110584;veen;14.98
0.3;29.23861369;veen;15.03
0.3;31.50801956;veen;15.2
0.3;21.40243744;veen;14.38
0.3;21.57909351;veen;14.4
0.3;21.90288145;veen;14.43
0.3;18.33442622;veen;14.1
0.3;23.2387023;veen;14.54
0.3;20.61605942;veen;14.31
0.3;21.51425416;veen;14.39
0.3;22.63164501;veen;14.49
0.3;18.82090485;veen;14.15
0.3;19.49222428;veen;14.21
0.3;18.96257466;veen;14.16
0.3;16.53896097;veen;13.92
0.3;19.88950088;veen;14.25
0.3;17.91732788;veen;14.06
0.3;20.20929885;veen;14.28
0.3;18.7364464;veen;14.14
0.3;20.19772993;veen;14.27
0.3;20.5772366;veen;14.31
0.3;19.9849925;veen;14.25
0.3;17.71382375;veen;14.04
0.3;20.32587684;veen;14.29
0.3;20.4211007;veen;14.3
0.3;20.73994612;veen;14.32
0.3;21.62113296;veen;14.4
0.3;22.09867975;veen;14.45
0.3;22.28135157;veen;14.46
0.3;21.29532836;veen;14.37
0.3;20.11253643;veen;14.27
0.3;21.59606748;veen;14.4
0.3;23.25621599;veen;14.55
0.3;21.97306516;veen;14.43
0.3;24.17619325;veen;14.62
0.3;42.18330416;veen;15.97
0.3;42.78630995;veen;16.01
0.3;41.29944686;veen;15.9
0.3;34.51030822;veen;15.42
0.3;43.66829931;veen;16.07
0.3;43.15428268;veen;16.04
0.3;43.74377938;veen;16.08
0.3;46.1207027;veen;16.25
0.3;65.26066004;veen;17.65
0.3;62.76033301;veen;17.46
0.3;59.1288575;veen;17.19
0.3;49.02165491;veen;16.45
0.3;65.56491492;veen;17.67
0.3;70.33744385;veen;18.03
0.3;73.34753322;veen;18.25
0.3;76.6638829;veen;18.49
0.3;21.90867687;veen;14.43
0.3;20.70378579;veen;14.32
0.3;20.40461509;veen;14.29
0.3;21.86959797;veen;14.43
0.3;21.11558882;veen;14.36
0.3;23.41808939;veen;14.56
0.3;20.43010407;veen;14.3
0.3;25.41895695;veen;14.73
0.3;59.99805264;veen;17.25
0.3;55.07016225;veen;16.89
0.3;54.08748008;veen;16.82
0.3;46.83802489;veen;16.3
0.3;60.31359386;veen;17.28
0.3;65.81545285;veen;17.69
0.3;66.10262188;veen;17.71
0.3;71.75903271;veen;18.13
0.3;46.09297592;veen;16.24
0.3;44.35938326;veen;16.12
0.3;43.11600188;veen;16.03
0.3;44.58757258;veen;16.14
0.3;43.81019587;veen;16.08
0.3;49.43969971;veen;16.48
0.3;41.64926087;veen;15.93
0.3;55.68871725;veen;16.94
0.3;65.26066004;veen;17.65
0.3;62.76033301;veen;17.46
0.3;59.1288575;veen;17.19
0.3;49.02165491;veen;16.45
0.3;65.56491492;veen;17.67
0.3;70.33744385;veen;18.03
0.3;73.34753322;veen;18.25
0.3;76.6638829;veen;18.49
0.3;21.90867687;veen;14.43
0.3;20.70378579;veen;14.32
0.3;20.40461509;veen;14.29
0.3;21.86959797;veen;14.43
0.3;21.11558882;veen;14.36
0.3;23.41808939;veen;14.56
0.3;20.43010407;veen;14.3
0.3;25.41895695;veen;14.73
0.3;32.99247336;veen;15.31
0.3;34.4375432;veen;15.42
0.3;32.17576474;veen;15.25
0.3;27.36292685;veen;14.88
0.3;34.61718465;veen;15.43
0.3;31.03733826;veen;15.17
0.3;35.82927558;veen;15.52
0.3;35.48728028;veen;15.49
0.3;32.99247336;veen;15.31
0.3;34.4375432;veen;15.42
0.3;32.17576474;veen;15.25
0.3;27.36292685;veen;14.88
0.3;34.61718465;veen;15.43
0.3;31.03733826;veen;15.17
0.3;35.82927558;veen;15.52
0.3;35.48728028;veen;15.49
0.3;32.99247336;veen;15.31
0.3;34.4375432;veen;15.42
0.3;32.17576474;veen;15.25
0.3;27.36292685;veen;14.88
0.3;34.61718465;veen;15.43
0.3;31.03733826;veen;15.17
0.3;35.82927558;veen;15.52
0.3;35.48728028;veen;15.49
0.3;18.47010137;veen;14.11
0.3;19.84441112;veen;14.24
0.3;18.73227792;veen;14.14
0.3;12.9342387;veen;13.53
0.3;19.81367821;veen;14.24
0.3;17.771576;veen;14.04
0.3;22.32634858;veen;14.47
0.3;17.86817906;veen;14.05
0.3;17.67184291;veen;14.03
0.3;19.68382423;veen;14.23
0.3;17.58921308;veen;14.02
0.3;12.84777505;veen;13.52
0.3;18.81138241;veen;14.14
0.3;15.91870118;veen;13.85
0.3;21.71676658;veen;14.41
0.3;17.13523783;veen;13.98
0.3;69.20428079;veen;17.94
0.3;74.58871019;veen;18.34
0.3;70.96925928;veen;18.07
0.3;55.061927;veen;16.89
0.3;72.91477002;veen;18.22
0.3;66.04839167;veen;17.71
0.3;75.57167947;veen;18.41
0.3;69.27522788;veen;17.95
0.3;28.59596291;veen;14.98
0.3;32.21648029;veen;15.25
0.3;29.09691462;veen;15.02
0.3;20.87454303;veen;14.34
0.3;31.21700823;veen;15.18
0.3;26.25709698;veen;14.8
0.3;33.34274315;veen;15.34
0.3;27.16695404;veen;14.87
0.3;26.48712889;veen;14.81
0.3;29.63402199;veen;15.06
0.3;27.12186767;veen;14.86
0.3;19.62605917;veen;14.22
0.3;27.32117909;veen;14.88
0.3;24.50906069;veen;14.65
0.3;31.083274;veen;15.17
0.3;26.11443958;veen;14.78
0.3;76.05764477;veen;18.45
0.3;81.47860896;veen;18.84
0.3;76.1926563;veen;18.46
0.3;62.80994328;veen;17.46
0.3;78.58615697;veen;18.63
0.3;72.55262089;veen;18.19
0.3;86.22884827;veen;19.18
0.3;74.55467872;veen;18.34
0.3;37.36270762;veen;15.63
0.3;43.82805245;veen;16.08
0.3;36.39386499;veen;15.56
0.3;27.98671416;veen;14.93
0.3;39.93772732;veen;15.81
0.3;34.17676094;veen;15.4
0.3;42.3437934;veen;15.98
0.3;36.87204011;veen;15.59
0.3;8.82439047;veen;13.02
0.3;9.59903872;veen;13.12
0.3;9.285978925;veen;13.08
0.3;8.115225887;veen;12.93
0.3;9.383435167;veen;13.09
0.3;9.196213383;veen;13.07
0.3;9.541341226;veen;13.11
0.3;6.649499981;veen;12.72
0.3;10.66668849;veen;13.26
0.3;11.31513888;veen;13.34
0.3;10.66518366;veen;13.26
0.3;9.118918374;veen;13.06
0.3;11.59834778;veen;13.37
0.3;9.754194721;veen;13.14
0.3;12.09980639;veen;13.43
0.3;10.1152296;veen;13.19
0.3;71.04384527;veen;18.08
0.3;72.48860068;veen;18.19
0.3;68.96921006;veen;17.92
0.3;59.97453888;veen;17.25
0.3;71.00931874;veen;18.08
0.3;67.51776193;veen;17.82
0.3;83.2976687;veen;18.97
0.3;74.04981789;veen;18.3
0.3;45.36321649;veen;16.19
0.3;54.13196265;veen;16.82
0.3;43.37882972;veen;16.05
0.3;48.67287387;veen;16.43
0.3;42.73316448;veen;16.01
0.3;44.69893502;veen;16.15
0.3;38.26309359;veen;15.69
0.3;45.66365606;veen;16.21
0.3;39.39850487;veen;15.77
0.3;42.82481014;veen;16.01
0.3;39.69223126;veen;15.79
0.3;32.42671498;veen;15.27
0.3;41.64988063;veen;15.93
0.3;37.03849632;veen;15.6
0.3;42.8213834;veen;16.01
0.3;39.33601735;veen;15.77
0.3;53.60058101;veen;16.78
0.3;54.62373021;veen;16.86
0.3;51.45608454;veen;16.63
0.3;47.67718574;veen;16.36
0.3;57.73326987;veen;17.09
0.3;50.72726839;veen;16.58
0.3;60.5059591;veen;17.29
0.3;52.48056922;veen;16.7
0.3;29.25500153;veen;15.03
0.3;30.27858162;veen;15.11
0.3;28.38277408;veen;14.96
0.3;25.78310131;veen;14.76
0.3;32.92216334;veen;15.31
0.3;27.5231656;veen;14.9
0.3;30.20382469;veen;15.1
0.3;29.69140004;veen;15.06
0.3;29.25500153;veen;15.03
0.3;30.27858162;veen;15.11
0.3;28.38277408;veen;14.96
0.3;25.78310131;veen;14.76
0.3;32.92216334;veen;15.31
0.3;27.5231656;veen;14.9
0.3;30.20382469;veen;15.1
0.3;29.69140004;veen;15.06
0.3;44.54552045;veen;16.13
0.3;47.89876127;veen;16.37
0.3;44.47310645;veen;16.13
0.3;39.71387016;veen;15.79
0.3;44.75980744;veen;16.15
0.3;42.70170059;veen;16
0.3;44.61680938;veen;16.14
0.3;47.65458788;veen;16.36
0.3;47.27616334;veen;16.33
0.3;48.94242167;veen;16.45
0.3;45.85880896;veen;16.23
0.3;42.14848313;veen;15.96
0.3;52.30227529;veen;16.69
0.3;44.44231871;veen;16.13
0.3;49.11568478;veen;16.46
0.3;48.12315084;veen;16.39
0.3;52.29154667;veen;16.69
0.3;55.19163786;veen;16.9
0.3;51.60632804;veen;16.64
0.3;45.74324107;veen;16.22
0.3;54.4672854;veen;16.85
0.3;49.56590692;veen;16.49
0.3;53.48805638;veen;16.78
0.3;55.97837099;veen;16.96
0.3;52.29154667;veen;16.69
0.3;55.19163786;veen;16.9
0.3;51.60632804;veen;16.64
0.3;45.74324107;veen;16.22
0.3;54.4672854;veen;16.85
0.3;49.56590692;veen;16.49
0.3;53.48805638;veen;16.78
0.3;55.97837099;veen;16.96
0.3;56.78789912;veen;17.02
0.3;58.40450201;veen;17.14
0.3;55.70421636;veen;16.94
0.3;50.20170238;veen;16.54
0.3;60.1448818;veen;17.27
0.3;57.11438289;veen;17.04
0.3;57.67753632;veen;17.08
0.3;58.26807211;veen;17.13
0.3;39.05783866;veen;15.75
0.3;40.36685144;veen;15.84
0.3;40.00258901;veen;15.81
0.3;30.43699141;veen;15.12
0.3;42.45721254;veen;15.99
0.3;38.07314913;veen;15.68
0.3;44.28008074;veen;16.12
0.3;37.78799637;veen;15.66
0.3;45.40409129;veen;16.2
0.3;48.14428858;veen;16.39
0.3;44.15576601;veen;16.11
0.3;41.45146368;veen;15.92
0.3;46.85739213;veen;16.3
0.3;45.33981186;veen;16.19
0.3;45.94904108;veen;16.23
0.3;45.9308757;veen;16.23
0.3;29.73209553;veen;15.07
0.3;29.7822273;veen;15.07
0.3;29.24402404;veen;15.03
0.3;25.74164437;veen;14.75
0.3;34.39381951;veen;15.41
0.3;28.52284207;veen;14.97
0.3;31.77361081;veen;15.22
0.3;28.6665006;veen;14.99
0.3;32.06416647;veen;15.24
0.3;34.03500115;veen;15.39
0.3;31.94669216;veen;15.23
0.3;27.94429403;veen;14.93
0.3;33.50325592;veen;15.35
0.3;32.66844063;veen;15.29
0.3;34.06696659;veen;15.39
0.3;30.28451483;veen;15.11
0.3;28.02680466;veen;14.94
0.3;27.43860692;veen;14.89
0.3;28.3001595;veen;14.96
0.3;25.72535184;veen;14.75
0.3;28.97028979;veen;15.01
0.3;28.85212611;veen;15
0.3;31.53116795;veen;15.2
0.3;25.3699305;veen;14.72
0.3;33.00079876;veen;15.31
0.3;33.8051017;veen;15.37
0.3;33.04987956;veen;15.31
0.3;28.1337937;veen;14.94
0.3;34.13374448;veen;15.39
0.3;33.77024382;veen;15.37
0.3;38.31783592;veen;15.69
0.3;29.79499215;veen;15.07
0.3;30.38751396;veen;15.12
0.3;31.82498138;veen;15.22
0.3;29.62067178;veen;15.06
0.3;24.46786062;veen;14.65
0.3;32.55430517;veen;15.28
0.3;30.62624544;veen;15.13
0.3;34.51345911;veen;15.42
0.3;29.10507425;veen;15.02
0.3;32.0421966;veen;15.24
0.3;34.73933112;veen;15.44
0.3;38.91732538;veen;15.74
0.3;35.38797008;veen;15.48
0.3;31.01718121;veen;15.16
0.3;28.5491735;veen;14.98
0.3;29.16767278;veen;15.02
0.3;26.51672215;veen;14.82
0.3;29.17559147;veen;15.02
0.3;30.80603283;veen;15.15
0.3;28.57932784;veen;14.98
0.3;24.87639477;veen;14.68
0.3;29.52265762;veen;15.05
0.3;30.90153291;veen;15.16
0.3;32.84276486;veen;15.3
0.3;26.70042949;veen;14.83
0.3;24.08910535;veen;14.62
0.3;25.04825178;veen;14.7
0.3;24.22445106;veen;14.63
0.3;22.47765522;veen;14.48
0.3;25.09525401;veen;14.7
0.3;23.68512414;veen;14.58
0.3;27.57684107;veen;14.9
0.3;20.51616016;veen;14.3
0.3;32.01746085;veen;15.24
0.3;33.93545357;veen;15.38
0.3;35.20655429;veen;15.47
0.3;29.4559949;veen;15.05
0.3;33.3253582;veen;15.33
0.3;29.61584411;veen;15.06
0.3;33.21652364;veen;15.33
0.3;29.36649726;veen;15.04
0.5;31.3378245;veen;14.65
0.5;33.01215903;veen;14.77
0.5;29.74955871;veen;14.54
0.5;27.82612365;veen;14.42
0.5;35.37227504;veen;14.96
0.5;29.47014345;veen;14.52
0.5;32.804291;veen;14.75
0.5;31.13022062;veen;14.63
0.5;61.24464736;veen;16.94
0.5;65.47087405;veen;17.15
0.5;63.73617476;veen;17.07
0.5;58.29280737;veen;16.77
0.5;65.18419708;veen;17.13
0.5;64.22046474;veen;17.09
0.5;70.14583811;veen;17.34
0.5;41.6621754;veen;15.5
0.5;29.74812324;veen;14.54
0.5;30.30745226;veen;14.57
0.5;27.76522077;veen;14.42
0.5;26.25547238;veen;14.33
0.5;33.33627994;veen;14.8
0.5;29.22188895;veen;14.5
0.5;30.47040538;veen;14.59
0.5;30.88014298;veen;14.61
0.5;22.10116067;veen;14.16
0.5;22.15038665;veen;14.16
0.5;22.54014283;veen;14.17
0.5;18.63323699;veen;14.05
0.5;23.82726175;veen;14.22
0.5;21.21298186;veen;14.13
0.5;23.91080229;veen;14.23
0.5;22.43331234;veen;14.17
0.5;35.40390103;veen;14.96
0.5;41.73241269;veen;15.51
0.5;38.8752871;veen;15.26
0.5;33.90088482;veen;14.84
0.5;39.83301108;veen;15.34
0.5;29.36709374;veen;14.51
0.5;33.36703093;veen;14.8
0.5;30.75158688;veen;14.6
0.5;10.84629723;veen;13.72
0.5;11.23232444;veen;13.75
0.5;11.73161423;veen;13.78
0.5;11.64672352;veen;13.78
0.5;11.08774906;veen;13.74
0.5;9.659370695;veen;13.61
0.5;9.486972404;veen;13.6
0.5;11.07932623;veen;13.74
0.5;100.5418846;veen;18.2
0.5;108.9093987;veen;18.47
0.5;109.3986716;veen;18.49
0.5;97.13006207;veen;18.11
0.5;99.68840213;veen;18.18
0.5;90.80655945;veen;17.94
0.5;98.874259;veen;18.16
0.5;98.98583948;veen;18.16
0.5;33.19840176;veen;14.78
0.5;34.41987318;veen;14.88
0.5;32.38030678;veen;14.72
0.5;31.31781349;veen;14.64
0.5;35.56121051;veen;14.97
0.5;32.21355456;veen;14.71
0.5;33.79782863;veen;14.83
0.5;32.69822517;veen;14.75
0.5;13.32853834;veen;13.87
0.5;14.23606952;veen;13.91
0.5;12.66128013;veen;13.84
0.5;11.45932989;veen;13.76
0.5;15.54314155;veen;13.96
0.5;12.41719789;veen;13.82
0.5;13.55586668;veen;13.88
0.5;13.42688271;veen;13.88
0.5;27.47003993;veen;14.4
0.5;28.00210236;veen;14.43
0.5;25.32596946;veen;14.29
0.5;25.95606181;veen;14.32
0.5;32.62039632;veen;14.74
0.5;25.44098685;veen;14.29
0.5;26.69839336;veen;14.36
0.5;28.24636936;veen;14.44
0.5;38.46176853;veen;15.22
0.5;41.03236206;veen;15.44
0.5;37.76578224;veen;15.16
0.5;32.52997786;veen;14.73
0.5;41.84557791;veen;15.52
0.5;36.66196305;veen;15.07
